Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1700	-5097.22	-5120.93	23.7095	0.152594	0.210376	0.0224651	0.1777	0.336602	0.100263	0.309881	0.191262	0.199107	0.29975	0.00208448	0.160763
1710	-5098.45	-5122.13	23.6728	0.172786	0.210389	0.0236249	0.201215	0.230745	0.161241	0.29451	0.213522	0.191447	0.300521	0.00262872	0.164433
1720	-5100.36	-5124.12	23.7601	0.185627	0.241889	0.0192669	0.164097	0.280404	0.108716	0.289631	0.219162	0.196503	0.294704	0.0025582	0.155698
1730	-5098.77	-5122.5	23.7328	0.136135	0.255204	0.0242353	0.189355	0.259756	0.135316	0.307039	0.193819	0.204139	0.295003	0.0148352	0.158426
1740	-5099.51	-5123.36	23.8531	0.196908	0.223022	0.0155265	0.203622	0.211933	0.148989	0.298621	0.223758	0.190334	0.287287	0.00906769	0.146401
1750	-5094.49	-5118.26	23.7605	0.173995	0.241584	0.0165113	0.169483	0.239384	0.159043	0.30608	0.20207	0.198682	0.293168	0.000382254	0.155663
1760	-5102.47	-5126.2	23.725	0.144746	0.196692	0.0331401	0.1998	0.263208	0.162414	0.301876	0.198225	0.215192	0.284707	0.0311997	0.159208
1770	-5095.05	-5118.81	23.7599	0.132912	0.261922	0.0291439	0.171644	0.269418	0.13496	0.314271	0.204697	0.200477	0.280555	0.0221873	0.15572
1780	-5100.02	-5123.89	23.8783	0.167727	0.191257	0.0358272	0.170516	0.260233	0.174439	0.315412	0.206977	0.201381	0.27623	0.029633	0.14388
1790	-5092.34	-5116.05	23.7105	0.156265	0.250654	0.0255118	0.170818	0.272536	0.124215	0.311669	0.200313	0.196365	0.291653	0.00531265	0.16066
1800	-5094.02	-5117.81	23.7932	0.137495	0.220547	0.0224475	0.214067	0.292545	0.112898	0.306377	0.202567	0.195499	0.295557	0.00172567	0.152393
1810	-5093.75	-5117.55	23.8068	0.137779	0.221002	0.0224938	0.205155	0.26094	0.152631	0.300246	0.202311	0.209056	0.288387	0.00544359	0.151029
1820	-5097.28	-5121.05	23.7714	0.171123	0.279832	0.017616	0.218755	0.213653	0.0990215	0.305519	0.206009	0.194139	0.294333	0.0032958	0.15457
1830	-5093.74	-5117.58	23.8396	0.172594	0.221984	0.0259461	0.139371	0.300408	0.139697	0.306975	0.212933	0.19357	0.286523	0.00936986	0.147749
1840	-5092.74	-5116.76	24.0147	0.168275	0.203571	0.0183233	0.208726	0.255218	0.145887	0.302282	0.199189	0.198868	0.29966	0.00381557	0.130236
1850	-5095.24	-5119.08	23.8494	0.174646	0.24798	0.0258692	0.188763	0.230808	0.131934	0.309288	0.200148	0.204259	0.286306	0.00601252	0.146768
1860	-5098.72	-5122.41	23.6934	0.176682	0.220149	0.0229659	0.16067	0.287569	0.131964	0.307752	0.203649	0.19869	0.289909	0.0190895	0.162372
1870	-5108.88	-5132.56	23.6779	0.199828	0.255366	0.0342371	0.143402	0.217915	0.149252	0.30432	0.199191	0.192465	0.304023	0.0251706	0.163916
1880	-5090.31	-5114.12	23.8045	0.190207	0.217061	0.0275332	0.164685	0.261274	0.139239	0.321843	0.206054	0.185613	0.286491	0.0028518	0.151263
1890	-5095.1	-5118.98	23.8766	0.16909	0.190167	0.0272568	0.176378	0.31357	0.123538	0.305763	0.217063	0.189223	0.287951	0.00352835	0.144047
1900	-5092.34	-5116.18	23.8391	0.180823	0.232655	0.0291482	0.188617	0.236645	0.132111	0.315651	0.193246	0.207757	0.283346	0.00164694	0.147803
1910	-5089.82	-5113.69	23.8688	0.182842	0.211036	0.0289709	0.210638	0.235205	0.131307	0.315371	0.206811	0.197017	0.280801	0.00019463	0.144826
1920	-5095.01	-5118.77	23.7565	0.16916	0.195666	0.0268029	0.194876	0.283865	0.129631	0.312599	0.194908	0.209351	0.283142	0.0104753	0.15606
1930	-5093.13	-5116.93	23.7988	0.16671	0.205773	0.0264147	0.174241	0.317934	0.108927	0.309106	0.19436	0.212055	0.284478	0.00296638	0.151833
1940	-5093.01	-5116.82	23.8082	0.133613	0.249388	0.0254	0.177915	0.253001	0.160683	0.307572	0.222977	0.188245	0.281205	0.00855253	0.150891
1950	-5101.33	-5125.02	23.6854	0.13562	0.265079	0.0428554	0.152684	0.283673	0.120088	0.307793	0.207252	0.204825	0.28013	0.00784094	0.163174
1960	-5100.54	-5124.26	23.715	0.168127	0.191262	0.0509862	0.163395	0.302621	0.123608	0.318108	0.198914	0.207127	0.27585	0.00392125	0.160213
1970	-5095.17	-5119	23.8373	0.164591	0.213881	0.0473084	0.169195	0.280784	0.12424	0.316836	0.211634	0.196783	0.274747	0.016723	0.147977
1980	-5106.85	-5130.8	23.9494	0.130677	0.253976	0.0340422	0.248896	0.197785	0.134624	0.318949	0.209474	0.180295	0.291282	0.00415891	0.13677
1990	-5100.25	-5123.98	23.7316	0.171657	0.187288	0.0356208	0.190063	0.286185	0.129186	0.309895	0.188779	0.198079	0.303247	0.00230342	0.158552
2000	-5098.82	-5122.59	23.7668	0.190589	0.183426	0.0310562	0.190109	0.292187	0.112632	0.312153	0.183827	0.191156	0.312864	0.000442508	0.155033
2010	-5113.18	-5137.12	23.9371	0.184094	0.17524	0.02215	0.188577	0.217461	0.212479	0.294618	0.220744	0.194551	0.290087	0.00850007	0.137997
2020	-5093.66	-5117.52	23.8587	0.154043	0.226119	0.0177298	0.207994	0.279401	0.114713	0.33421	0.20262	0.194615	0.268555	0.000384116	0.145835
2030	-5105.86	-5129.64	23.7833	0.140805	0.215049	0.0296219	0.226657	0.258075	0.129792	0.302294	0.19038	0.205431	0.301895	0.0254537	0.153383
2040	-5092.31	-5116.09	23.7857	0.173443	0.23518	0.0311196	0.171829	0.222635	0.165793	0.29786	0.217015	0.194528	0.290597	0.0128166	0.153138
2050	-5100.38	-5124.09	23.7005	0.196763	0.188283	0.043028	0.175201	0.286533	0.110192	0.321039	0.194001	0.207168	0.277792	0.00326771	0.161658
2060	-5098.09	-5121.75	23.6594	0.147252	0.253689	0.0183291	0.188922	0.272987	0.118821	0.299162	0.200455	0.203368	0.297015	0.00507095	0.16577
2070	-5094.47	-5118.25	23.7724	0.15817	0.215955	0.0340453	0.203186	0.287992	0.100653	0.313919	0.199851	0.196575	0.289655	0.00300205	0.154466
2080	-5090.83	-5114.7	23.8662	0.176991	0.287791	0.0298574	0.147631	0.238669	0.11906	0.305852	0.198184	0.194601	0.301363	0.00368024	0.145092
2090	-5102.89	-5126.57	23.6847	0.140025	0.227018	0.0241706	0.194897	0.276557	0.137332	0.299661	0.203677	0.203231	0.29343	0.00232038	0.163242
2100	-5093.93	-5117.68	23.7546	0.161083	0.18897	0.0183843	0.171149	0.29397	0.166444	0.302531	0.205042	0.205178	0.287249	0.0111261	0.156246
2110	-5101.72	-5125.52	23.8074	0.154441	0.256763	0.0111122	0.211913	0.260332	0.105439	0.29783	0.206481	0.202409	0.29328	0.0141744	0.150968
2120	-5096.6	-5120.19	23.5901	0.15552	0.248028	0.0124373	0.215004	0.251476	0.117536	0.31114	0.194566	0.204648	0.289646	0.00679928	0.172701
2130	-5092.85	-5116.78	23.9292	0.18463	0.217941	0.010466	0.16498	0.271519	0.150463	0.31481	0.208709	0.188893	0.287588	0.00352993	0.138786
2140	-5088.37	-5112.22	23.854	0.173472	0.201057	0.0258701	0.170782	0.303786	0.125033	0.306032	0.19823	0.203161	0.292578	0.00129643	0.146308
2150	-5095.36	-5119.21	23.8498	0.150833	0.233792	0.0210427	0.202221	0.277781	0.114329	0.31349	0.199064	0.196401	0.291044	0.00207492	0.146733
2160	-5102.72	-5126.44	23.7242	0.162487	0.219171	0.0150112	0.181385	0.314197	0.107748	0.325264	0.207478	0.192882	0.274376	0.00718312	0.159291
2170	-5093.77	-5117.51	23.734	0.169261	0.208943	0.0414356	0.134661	0.288841	0.156858	0.312219	0.211858	0.196459	0.279464	0.0226031	0.158306
2180	-5093.98	-5117.84	23.8554	0.150647	0.1893	0.0213118	0.198596	0.324121	0.116024	0.303703	0.201434	0.203746	0.291117	0.00147676	0.146167
2190	-5099.15	-5122.85	23.6967	0.167228	0.224962	0.021858	0.164121	0.298434	0.123396	0.298897	0.207432	0.194164	0.299507	0.000778691	0.162036
2200	-5097.57	-5121.41	23.839	0.182642	0.263861	0.0162523	0.159978	0.285518	0.09175	0.304421	0.202582	0.193549	0.299449	0.00909855	0.14781
2210	-5098.29	-5122.04	23.7435	0.147837	0.202595	0.0445542	0.181066	0.277064	0.146884	0.306575	0.205653	0.204376	0.283396	0.00909855	0.157362
2220	-5097.86	-5121.62	23.7528	0.178685	0.187507	0.0363186	0.173613	0.287932	0.135945	0.310387	0.202041	0.201582	0.28599	0.0239664	0.156431
2230	-5097.99	-5121.93	23.9424	0.193839	0.242312	0.0299023	0.154479	0.262226	0.117241	0.312561	0.200831	0.190359	0.296249	0.00652809	0.137472
2240	-5095.32	-5119.18	23.8528	0.201236	0.210761	0.0260088	0.222138	0.198901	0.140955	0.30201	0.20325	0.199001	0.295739	7.62461e-05	0.146426
2250	-5096.08	-5119.89	23.8062	0.173347	0.258504	0.0398356	0.123135	0.285021	0.120158	0.302414	0.195587	0.204775	0.297224	0.00106677	0.151086
2260	-5100.26	-5124.08	23.8134	0.214936	0.232754	0.0319303	0.121286	0.280741	0.118353	0.317281	0.189229	0.217534	0.275957	0.0061497	0.150372
2270	-5089.61	-5113.4	23.7942	0.148955	0.224681	0.0342858	0.223513	0.284959	0.0836067	0.307508	0.19619	0.200337	0.295965	0.00558968	0.152292
2280	-5097.59	-5121.35	23.7623	0.183175	0.205175	0.0313091	0.159759	0.260219	0.160363	0.300643	0.202836	0.198048	0.298473	0.00196059	0.155484
2290	-5092.05	-5115.81	23.7601	0.164547	0.212399	0.0321562	0.178718	0.271176	0.141003	0.315166	0.21111	0.19546	0.278264	0.00112474	0.155703
2300	-5094.87	-5118.67	23.8012	0.165234	0.229965	0.0264554	0.185978	0.233872	0.158495	0.309486	0.20546	0.199437	0.285617	0.00461588	0.15159
2310	-5096.44	-5120.12	23.6838	0.191722	0.206148	0.0274881	0.193237	0.255263	0.126141	0.310169	0.212452	0.18462	0.29276	0.00918425	0.163328
2320	-5097.64	-5121.46	23.8228	0.149709	0.199778	0.033029	0.207739	0.260598	0.149146	0.322047	0.20372	0.202266	0.271967	0.0125586	0.149429
2330	-5096.22	-5120.13	23.9106	0.162016	0.204346	0.0352793	0.212489	0.276515	0.109354	0.293507	0.208304	0.206562	0.291628	0.000767247	0.140648
2340	-5098.02	-5121.73	23.7058	0.159965	0.180211	0.0311124	0.184929	0.279937	0.163846	0.305192	0.203091	0.20117	0.290547	0.00110358	0.161131
2350	-5095.99	-5119.75	23.756	0.151039	0.210872	0.0176637	0.214378	0.256133	0.149914	0.300926	0.210035	0.205889	0.28315	0.00280272	0.156114
2360	-5094.96	-5118.67	23.7107	0.162823	0.201915	0.0374509	0.192162	0.286008	0.119641	0.295058	0.213292	0.212972	0.278678	0.00384355	0.160645
2370	-5095.58	-5119.47	23.8901	0.173122	0.236774	0.0337198	0.137092	0.310689	0.108603	0.296208	0.20481	0.202042	0.29694	0.00456254	0.1427
2380	-5096.13	-5119.79	23.6566	0.151239	0.246219	0.0294577	0.18752	0.290689	0.0948754	0.317157	0.198765	0.196079	0.287999	0.0324652	0.16605
2390	-5099.82	-5123.73	23.917	0.166285	0.20162	0.0252348	0.217362	0.279895	0.109603	0.323905	0.198785	0.186987	0.290322	0.019018	0.140007
2400	-5097.88	-5121.68	23.8001	0.176984	0.194918	0.0238619	0.219443	0.246724	0.138069	0.310049	0.193737	0.202962	0.293252	0.0168091	0.151705
2410	-5098.21	-5122.05	23.8389	0.160297	0.210835	0.0176381	0.167828	0.283364	0.160037	0.313027	0.192878	0.198802	0.295294	0.000452423	0.147823
2420	-5110.19	-5133.88	23.6916	0.152033	0.207119	0.0172962	0.163609	0.278229	0.181714	0.310601	0.219576	0.179129	0.290694	0.0200173	0.162549
2430	-5105.19	-5128.98	23.7886	0.169022	0.19168	0.0189674	0.163085	0.277339	0.179906	0.294815	0.202491	0.206345	0.296349	0.0121842	0.152846
2440	-5093.19	-5117.09	23.9062	0.175553	0.226343	0.0252395	0.113756	0.27225	0.186858	0.313392	0.212439	0.198153	0.276016	0.00063342	0.14109
2450	-5090.2	-5114.05	23.8469	0.145461	0.239312	0.0201917	0.140823	0.304726	0.149487	0.300619	0.203395	0.197786	0.298199	0.00861604	0.147016
2460	-5093.45	-5117.29	23.8401	0.195252	0.22191	0.0403655	0.161027	0.238476	0.142971	0.299353	0.206534	0.200239	0.293874	0.000527193	0.147704
2470	-5090.43	-5114.23	23.8013	0.134768	0.224543	0.0284578	0.180736	0.270637	0.160858	0.310116	0.191829	0.193537	0.304517	0.00201658	0.151584
2480	-5092.14	-5115.98	23.8326	0.155611	0.229647	0.0328589	0.170333	0.284833	0.126718	0.308655	0.20435	0.205897	0.281099	0.00613419	0.14845
2490	-5094.91	-5118.79	23.8738	0.182839	0.206263	0.0283555	0.140494	0.331437	0.110611	0.305536	0.202509	0.194756	0.2972	0.0117738	0.144334
2500	-5097.3	-5121.13	23.8338	0.151107	0.221453	0.0255193	0.223583	0.25958	0.118757	0.304142	0.201533	0.203316	0.291009	0.00258735	0.148329
2510	-5089.48	-5113.38	23.9014	0.163702	0.227147	0.0276463	0.171633	0.281216	0.128655	0.305037	0.19736	0.201167	0.296436	0.00267964	0.141574
2520	-5097.88	-5121.69	23.8123	0.149294	0.225229	0.0341271	0.237811	0.252009	0.101531	0.312614	0.195318	0.198137	0.293931	0.00816817	0.150476
2530	-5097.57	-5121.22	23.6484	0.143867	0.233267	0.0307345	0.179967	0.29148	0.120684	0.311587	0.204663	0.197456	0.286294	0.0304424	0.166874
2540	-5096.98	-5120.76	23.7782	0.153336	0.194594	0.0403066	0.201856	0.261394	0.148514	0.315356	0.190036	0.205133	0.289474	0.00620123	0.15389
2550	-5098.85	-5122.51	23.6678	0.173386	0.201956	0.0323516	0.173222	0.289854	0.12923	0.306628	0.203253	0.206332	0.283787	0.00423625	0.164933
2560	-5090.84	-5114.71	23.8688	0.168522	0.209893	0.0284989	0.160651	0.315749	0.116686	0.313917	0.198895	0.201616	0.285572	0.00204783	0.144831
2570	-5095.61	-5119.45	23.8352	0.152076	0.24027	0.0326234	0.157668	0.262081	0.155281	0.316686	0.203095	0.192649	0.28757	0.00118075	0.14819
2580	-5097.01	-5120.7	23.6908	0.149259	0.23582	0.0320191	0.147255	0.281166	0.154482	0.32351	0.201558	0.193207	0.281725	0.0211677	0.162634
2590	-5092.82	-5116.5	23.6755	0.153883	0.220906	0.0284426	0.177359	0.305462	0.113948	0.30365	0.208182	0.199231	0.288936	0.0115652	0.164163
2600	-5092.06	-5115.91	23.845	0.186544	0.214215	0.0270628	0.18784	0.246538	0.1378	0.300468	0.206532	0.197194	0.295805	0.00295106	0.14721
2610	-5102.53	-5126.46	23.9333	0.175409	0.188916	0.0297033	0.184133	0.270593	0.151246	0.323618	0.186685	0.195255	0.294442	0.00352184	0.138383
2620	-5098.4	-5122.2	23.8	0.184092	0.223697	0.0238039	0.165227	0.265016	0.138165	0.301268	0.204063	0.205887	0.288782	0.025982	0.151709
2630	-5100.27	-5123.94	23.6701	0.123059	0.223036	0.0264666	0.188418	0.295201	0.14382	0.310057	0.20258	0.198322	0.289041	0.000143526	0.164696
2640	-5101.23	-5124.95	23.7124	0.128992	0.248151	0.0317002	0.225913	0.244839	0.120405	0.310231	0.203583	0.199189	0.286997	0.000112491	0.160465
2650	-5095.86	-5119.76	23.8913	0.153742	0.17761	0.0390934	0.209454	0.262991	0.157111	0.317747	0.196303	0.198502	0.287448	0.00204009	0.142577
2660	-5093.91	-5117.74	23.8231	0.168313	0.223697	0.0357784	0.194508	0.255729	0.121974	0.304094	0.203208	0.194409	0.29829	0.00129138	0.149403
2670	-5098.7	-5122.55	23.8406	0.183516	0.235354	0.0458702	0.167427	0.270859	0.0969725	0.294058	0.213802	0.202035	0.290104	0.00176308	0.147647
2680	-5098.05	-5121.8	23.7457	0.227639	0.197409	0.0231102	0.140434	0.257613	0.153794	0.298802	0.194185	0.203826	0.303188	0.00187913	0.157135
2690	-5095.51	-5119.34	23.8301	0.169294	0.200025	0.0204057	0.157318	0.313095	0.139862	0.299964	0.200623	0.19652	0.302894	0.00530654	0.148701
2700	-5099.38	-5123.17	23.7879	0.160608	0.25259	0.0174684	0.170957	0.279885	0.118493	0.308267	0.196442	0.20629	0.289001	0.00152219	0.152918
2710	-5101.97	-5125.79	23.8166	0.155234	0.176199	0.0211483	0.228482	0.251495	0.167441	0.318488	0.20912	0.198522	0.27387	0.00326634	0.150046
2720	-5094.86	-5118.6	23.7405	0.163736	0.230413	0.0222262	0.135944	0.289151	0.158529	0.305843	0.193978	0.20521	0.294968	0.00332487	0.157661
2730	-5095.16	-5118.86	23.7025	0.153407	0.263472	0.0239992	0.187157	0.233676	0.138289	0.290509	0.219749	0.19511	0.294632	0.0166505	0.161463
2740	-5097.04	-5120.74	23.7059	0.154952	0.264964	0.024241	0.180665	0.222661	0.152517	0.294383	0.203411	0.208636	0.29357	0.000106257	0.161117
2750	-5092.28	-5116.05	23.7703	0.150102	0.203508	0.0234822	0.188274	0.286891	0.147743	0.307504	0.199432	0.213991	0.279073	0.00779862	0.154676
2760	-5094.56	-5118.46	23.8986	0.127247	0.225719	0.0227799	0.252914	0.245909	0.125431	0.309949	0.194853	0.196451	0.298746	0.00475213	0.141845
2770	-5094.95	-5118.64	23.6924	0.176511	0.251896	0.0308675	0.136165	0.274427	0.130135	0.29862	0.201034	0.203352	0.296994	0.00560066	0.162468
2780	-5100.97	-5124.76	23.7976	0.153324	0.249989	0.0288186	0.19153	0.253955	0.122383	0.308942	0.204511	0.196732	0.289816	0.00718898	0.151953
2790	-5103.42	-5127.22	23.7991	0.171549	0.188869	0.0194724	0.205215	0.277999	0.136895	0.293144	0.200572	0.20846	0.297824	0.00137909	0.151796
2800	-5092.74	-5116.54	23.7971	0.162793	0.212868	0.0169533	0.20077	0.282374	0.124241	0.29019	0.207452	0.210303	0.292054	0.00175296	0.152001
2810	-5098.12	-5121.82	23.6956	0.155802	0.196379	0.0344918	0.161457	0.311638	0.140232	0.3195	0.200639	0.195442	0.284418	0.0117222	0.16215
2820	-5097.66	-5121.4	23.74	0.170849	0.186461	0.025914	0.207519	0.298397	0.11086	0.321153	0.194146	0.214133	0.270568	0.0217913	0.157709
2830	-5100.93	-5124.63	23.6985	0.205115	0.207129	0.0292422	0.190913	0.265613	0.101989	0.30607	0.203584	0.211839	0.278507	0.00154789	0.161863
2840	-5103.66	-5127.61	23.9412	0.181581	0.190239	0.0349513	0.188799	0.301135	0.103294	0.311204	0.194887	0.206654	0.287255	0.0105233	0.137592
2850	-5104.25	-5128.1	23.8575	0.169784	0.237956	0.0326805	0.171891	0.263592	0.124097	0.309316	0.193313	0.209905	0.287466	0.0122049	0.145963
2860	-5095.03	-5118.89	23.8571	0.154731	0.244311	0.0303827	0.209963	0.245058	0.115554	0.303189	0.1972	0.207248	0.292363	0.0263598	0.146003
2870	-5093.46	-5117.19	23.7364	0.168394	0.211479	0.0236929	0.21649	0.255428	0.124517	0.312091	0.197431	0.202336	0.288141	0.0280025	0.158071
2880	-5090.45	-5114.35	23.8921	0.169241	0.188381	0.0238121	0.213529	0.281696	0.123342	0.3092	0.197247	0.203605	0.289948	0.00763905	0.142501
2890	-5094	-5117.75	23.754	0.186126	0.200441	0.0433838	0.179286	0.259525	0.131238	0.291308	0.202652	0.213027	0.293013	0.0197887	0.156307
2900	-5092.52	-5116.43	23.9109	0.185382	0.183021	0.0230066	0.156901	0.313081	0.138609	0.310699	0.197022	0.198679	0.2936	0.00155254	0.140621
2910	-5095.56	-5119.4	23.8384	0.192338	0.162878	0.0238699	0.191459	0.285646	0.14381	0.308316	0.200649	0.206469	0.284566	0.0113778	0.14787
2920	-5090.89	-5114.71	23.8138	0.162892	0.230023	0.022199	0.197731	0.265361	0.121793	0.312664	0.198402	0.197264	0.29167	0.0162666	0.150332
2930	-5095.26	-5119.03	23.761	0.151356	0.215517	0.025146	0.154885	0.315134	0.137962	0.313307	0.211367	0.193656	0.28167	0.00493286	0.155607
2940	-5092.8	-5116.69	23.8874	0.190423	0.200339	0.0241369	0.143186	0.309489	0.132426	0.316881	0.20963	0.196309	0.27718	0.00246916	0.142972
2950	-5097.49	-5121.31	23.8223	0.212053	0.206741	0.0294245	0.168374	0.236755	0.146652	0.309743	0.190246	0.207666	0.292346	0.0118809	0.149476
2960	-5103.34	-5127.26	23.9213	0.218568	0.215849	0.0129169	0.173548	0.244029	0.13509	0.314197	0.212839	0.193491	0.279473	0.00582222	0.139578
2970	-5114.67	-5138.41	23.7464	0.206721	0.191508	0.010832	0.20726	0.26344	0.120239	0.331491	0.177224	0.191237	0.300048	0.00395793	0.157069
2980	-5103.34	-5127.02	23.6807	0.156782	0.194827	0.0409037	0.208933	0.277345	0.121209	0.307758	0.212967	0.194583	0.284692	0.00385019	0.163639
2990	-5103.71	-5127.3	23.5901	0.151023	0.197749	0.0184606	0.19893	0.305104	0.128734	0.304919	0.204831	0.196942	0.293308	0.00636813	0.1727
3000	-5111.42	-5135.19	23.7692	0.139846	0.189349	0.0194017	0.209071	0.307035	0.135297	0.328581	0.197859	0.190238	0.283323	0.00919209	0.15479
3010	-5110.13	-5134.1	23.9645	0.149133	0.18237	0.0210169	0.173677	0.329522	0.144282	0.301736	0.215531	0.202942	0.279791	0.00385994	0.135262
3020	-5102.69	-5126.43	23.7365	0.134934	0.258088	0.0385216	0.158909	0.287569	0.121977	0.307986	0.223933	0.186261	0.281819	0.00266961	0.158056
3030	-5094.23	-5118.09	23.8677	0.154673	0.194934	0.0375763	0.233082	0.278116	0.101618	0.310259	0.200627	0.197285	0.291829	0.000948544	0.144935
3040	-5106.21	-5129.9	23.6927	0.130176	0.173616	0.0197875	0.186283	0.292903	0.197235	0.324856	0.194809	0.199444	0.28089	0.0289908	0.162439
3050	-5099.08	-5122.69	23.6059	0.198488	0.19261	0.0182368	0.169441	0.252726	0.168497	0.304223	0.2007	0.202875	0.292202	0.008224	0.171122
3060	-5095.46	-5119.2	23.7448	0.153648	0.227138	0.0190397	0.166537	0.301871	0.131766	0.321358	0.204099	0.18379	0.290752	0.00136979	0.157234
3070	-5097.09	-5120.86	23.7732	0.16904	0.233278	0.0204542	0.13946	0.296213	0.141555	0.29825	0.207493	0.200695	0.293561	0.00231333	0.154391
3080	-5095.76	-5119.5	23.7421	0.184815	0.195345	0.0228124	0.199472	0.257732	0.139823	0.31065	0.196005	0.201686	0.291659	0.00835108	0.157503
3090	-5088.24	-5112.14	23.9007	0.168013	0.247398	0.0166091	0.147563	0.299304	0.121113	0.307311	0.201419	0.195719	0.295551	0.0147985	0.141639
3100	-5107.32	-5131.13	23.8038	0.204148	0.188017	0.019821	0.176099	0.259577	0.152338	0.312624	0.204901	0.195609	0.286866	0.0114351	0.151327
3110	-5092.3	-5116.05	23.7577	0.156854	0.220036	0.0294314	0.135728	0.309612	0.148338	0.304763	0.195004	0.210798	0.289435	0.00536143	0.155941
3120	-5092.23	-5116.09	23.8554	0.182534	0.222394	0.0441471	0.157256	0.243742	0.149927	0.302523	0.197951	0.204706	0.29482	0.00102623	0.146173
3130	-5100.93	-5124.61	23.6732	0.136265	0.220282	0.051801	0.181263	0.275402	0.134987	0.303186	0.206954	0.205154	0.284707	0.0226581	0.164386
3140	-5104.12	-5127.88	23.764	0.140765	0.162812	0.021259	0.187249	0.34847	0.139445	0.310417	0.182393	0.213455	0.293735	0.014125	0.155309
3150	-5096.42	-5120.26	23.8325	0.170457	0.212361	0.0281776	0.178904	0.272915	0.137186	0.315653	0.190619	0.199418	0.29431	0.00521798	0.148455
3160	-5096.88	-5120.73	23.8538	0.157794	0.240551	0.0189774	0.198994	0.27501	0.108673	0.299131	0.212061	0.208457	0.280351	0.0136429	0.146332
3170	-5097.83	-5121.53	23.6977	0.165171	0.223492	0.0235627	0.188226	0.263758	0.135791	0.298571	0.21022	0.198389	0.29282	0.0160196	0.161936
3180	-5094.68	-5118.58	23.8948	0.167995	0.212128	0.0241338	0.174546	0.270151	0.151047	0.304134	0.213382	0.198756	0.283729	0.00196114	0.14223
3190	-5102.82	-5126.57	23.7542	0.137433	0.213721	0.0230581	0.226816	0.265786	0.133186	0.312753	0.203135	0.201593	0.282518	0.00353723	0.156292
3200	-5095.13	-5118.91	23.7753	0.138528	0.215424	0.0371789	0.206719	0.267904	0.134247	0.320123	0.207923	0.195858	0.276096	0.000115072	0.154182
3210	-5099.23	-5122.97	23.7343	0.197293	0.1894	0.0268411	0.181747	0.267175	0.137545	0.31818	0.202382	0.196952	0.282485	0.0111692	0.158284
3220	-5087.39	-5111.23	23.8473	0.186373	0.240757	0.0253554	0.171687	0.245897	0.129932	0.306099	0.203921	0.188635	0.301345	0.00338232	0.146978
3230	-5094.85	-5118.75	23.9011	0.155859	0.198343	0.0284024	0.215188	0.275446	0.126761	0.300501	0.204538	0.19686	0.298101	0.00281339	0.141596
3240	-5091.65	-5115.58	23.932	0.179993	0.229556	0.0251485	0.194033	0.245538	0.125731	0.306386	0.190975	0.202878	0.299761	0.0124667	0.138505
3250	-5095.8	-5119.54	23.7353	0.18151	0.209552	0.0229569	0.223235	0.249016	0.11373	0.303605	0.208062	0.201037	0.287296	0.016346	0.15818
3260	-5102.2	-5125.83	23.6278	0.186189	0.167488	0.0271237	0.204091	0.280794	0.134314	0.310478	0.197673	0.204333	0.287517	0.00320106	0.168931
3270	-5096.16	-5120	23.8339	0.158116	0.218424	0.029682	0.203189	0.265909	0.124679	0.324736	0.197495	0.191036	0.286733	0.00382321	0.148324
3280	-5097.39	-5121.1	23.7197	0.138542	0.221183	0.02941	0.163246	0.324083	0.123537	0.320731	0.192462	0.20499	0.281817	0.00515	0.159736
3290	-5100.3	-5124.15	23.8522	0.20272	0.196926	0.0331455	0.18232	0.285178	0.0997103	0.317385	0.204882	0.200568	0.277166	0.00689176	0.146489
3300	-5095.53	-5119.31	23.7812	0.151096	0.221426	0.0327566	0.168094	0.262357	0.164271	0.331041	0.204403	0.191457	0.273099	0.00965388	0.153592
3310	-5097.3	-5121.15	23.8537	0.159323	0.218733	0.0313055	0.161139	0.272506	0.156994	0.325507	0.200708	0.187264	0.286521	0.00691116	0.146336
3320	-5100.97	-5124.71	23.7391	0.147574	0.223689	0.0320149	0.193767	0.278681	0.124275	0.300313	0.195991	0.205797	0.297898	0.00320029	0.1578
3330	-5096.86	-5120.69	23.8332	0.141511	0.218203	0.0306996	0.147936	0.290578	0.171073	0.304434	0.201868	0.189607	0.304091	0.0121627	0.148389
3340	-5096.73	-5120.41	23.6838	0.157571	0.203382	0.0357396	0.165067	0.291734	0.146506	0.309416	0.194029	0.204569	0.291986	0.035178	0.163335
3350	-5097.82	-5121.81	23.9869	0.177506	0.206624	0.0205909	0.189776	0.273542	0.131961	0.311828	0.189094	0.199954	0.299124	0.0111587	0.133021
3360	-5090.91	-5114.72	23.8143	0.180342	0.206364	0.036408	0.168968	0.276123	0.131795	0.304201	0.208729	0.198386	0.288685	0.00102947	0.150279
3370	-5105.78	-5129.58	23.7939	0.192331	0.183934	0.0325467	0.150056	0.323315	0.117817	0.326665	0.20164	0.193362	0.278333	0.00517874	0.152317
3380	-5094.07	-5117.94	23.8681	0.141472	0.226482	0.0293066	0.121284	0.340582	0.140873	0.298737	0.20002	0.208369	0.292873	0.000338497	0.144898
3390	-5094.81	-5118.74	23.9359	0.152768	0.220637	0.0316466	0.229228	0.234873	0.130848	0.309289	0.219169	0.180519	0.291024	2.78285e-05	0.138121
