Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1770	-3.64136	0	-3.64136	0.00105902	0.041673	0.42912	0.0471494	0.0929646	0.388034	0.0514231	0.736757	0.113983	0.097837	0.721811	2.89585
1780	-4.28724	0	-4.28724	3.98152e-05	0.113255	0.285013	0.00679857	0.0193805	0.575513	0.11163	0.600547	0.0769902	0.210833	0.345931	2.96043
1790	4.86203	0	4.86203	1.36534e-05	0.169785	0.3535	0.00186787	0.0608982	0.413936	0.323905	0.258637	0.0490539	0.368405	0.792266	2.04551
1800	3.43446	0	3.43446	2.36493e-06	0.0852813	0.0173534	0.0032378	0.426368	0.467757	0.247284	0.207463	0.123368	0.421885	0.0889666	2.18826
1810	-1.7021	0	-1.7021	0.184781	0.475291	0.0114398	0.0877059	0.122889	0.117893	0.0396164	0.215694	0.428696	0.315993	0.891139	2.70192
1820	-1.06281	0	-1.06281	0.0694345	0.0568175	0.331584	0.350839	0.143947	0.0473775	0.0159454	0.3525	0.378213	0.253341	0.79041	2.63799
1830	-2.91005	0	-2.91005	0.147556	0.278012	0.0216779	0.0147086	0.0794518	0.458593	0.32606	0.150444	0.288027	0.235469	0.973786	2.82272
1840	-2.37713	0	-2.37713	0.262615	0.0788885	0.144294	0.380258	0.0245623	0.109382	0.43728	0.230402	0.204749	0.127569	0.942601	2.76942
1850	3.205	0	3.205	0.382413	0.145627	0.314879	0.118544	0.00370086	0.0348359	0.516855	0.00642309	0.277257	0.199465	0.66082	2.21121
1860	3.3324	0	3.3324	0.170334	0.37334	0.128522	0.0864374	0.0010707	0.240296	0.392781	0.19736	0.222505	0.187354	0.710124	2.19847
1870	3.57559	0	3.57559	0.124817	0.207716	0.44954	0.118747	0.0116428	0.0875364	0.192289	0.315317	0.29728	0.195114	0.764013	2.17415
1880	4.33778	0	4.33778	0.0393517	0.174066	0.663344	0.014673	0.00263204	0.105934	0.118504	0.261553	0.434798	0.185145	0.887148	2.09793
1890	4.24136	0	4.24136	0.209313	0.176003	0.135097	0.207218	0.167211	0.105159	0.200852	0.164628	0.339437	0.295083	0.172928	2.10757
1900	-0.601845	0	-0.601845	0.136774	0.174307	0.106097	0.163175	0.396771	0.0228768	0.20507	0.341355	0.164108	0.289467	0.750655	2.59189
1910	0.171042	0	0.171042	0.272514	0.0232957	0.20098	0.0831801	0.146247	0.273784	0.258347	0.314524	0.182717	0.244412	0.179929	2.51461
1920	2.06497	0	2.06497	0.0632486	0.0175046	0.286278	0.241086	0.114009	0.277873	0.268748	0.192669	0.212494	0.326089	0.813956	2.32521
1930	-1.22138	0	-1.22138	0.000112917	0.0190298	0.219173	0.2936	0.235151	0.232933	0.19599	0.100062	0.269779	0.434169	0.384249	2.65385
1940	1.79962	0	1.79962	0.0901009	0.240007	0.0155253	0.348397	0.113755	0.192214	0.189858	0.315706	0.218589	0.275847	0.561138	2.35175
1950	9.71971	0	9.71971	0.0409528	0.0887721	0.508913	0.233832	0.0897542	0.037776	0.215121	0.206679	0.259553	0.318647	0.747367	1.55974
1960	9.25214	0	9.25214	0.0400027	0.0748602	0.509857	0.0553054	0.182688	0.137286	0.177097	0.33733	0.161399	0.324174	0.103391	1.6065
1970	7.1198	0	7.1198	0.126476	0.0700318	0.300486	0.157378	0.0133944	0.332234	0.1753	0.411629	0.191619	0.221451	0.254995	1.81973
1980	-2.31396	0	-2.31396	0.146699	0.0128529	0.260752	0.243859	0.274655	0.0611825	0.372907	0.450648	0.0827294	0.0937151	0.130566	2.76311
1990	-2.1347	0	-2.1347	0.0402439	0.142311	0.351128	9.35787e-05	0.117757	0.348466	0.263957	0.474074	0.0557225	0.206247	0.304456	2.74518
2000	4.02315	0	4.02315	0.0444249	0.20336	0.280614	0.0028855	0.325158	0.143558	0.0719849	0.341414	0.215931	0.37067	0.228156	2.12939
2010	1.34256	0	1.34256	0.221731	0.0934418	0.405166	0.00948347	0.157911	0.112267	0.301576	0.268874	0.163316	0.266234	0.0295249	2.39745
2020	10.0934	0	10.0934	0.229641	0.113478	0.565757	0.00289027	0.0438348	0.0443987	0.458711	0.0909777	0.111596	0.338715	0.87426	1.52237
2030	4.74454	0	4.74454	0.401041	0.00922788	0.346471	0.0183474	0.142227	0.0826859	0.419915	0.106999	0.0930731	0.380013	0.66583	2.05726
2040	-1.82527	0	-1.82527	0.463451	0.0142367	0.198452	0.0504022	0.220436	0.0530213	0.257913	0.104284	0.215108	0.422694	0.156254	2.71424
2050	8.24154	0	8.24154	0.3653	0.00936656	0.0935113	0.0892132	0.0548284	0.38778	0.238741	0.362293	0.196508	0.202459	0.583422	1.70756
2060	4.11555	0	4.11555	0.492472	0.0151347	0.0603255	0.0304234	0.210428	0.191216	0.22159	0.299771	0.0446992	0.43394	0.249921	2.12015
2070	8.50542	0	8.50542	0.158457	0.232374	0.421353	0.00476968	0.175466	0.00757953	0.267341	0.45125	0.0359818	0.245427	0.259292	1.68117
2080	-3.50791	0	-3.50791	0.428984	0.00710098	0.458932	0.00247241	0.0893735	0.0131365	0.335196	0.423117	0.0713948	0.170291	0.00237259	2.8825
2090	6.82564	0	6.82564	0.074668	0.00126694	0.248021	0.168181	0.172778	0.335084	0.289388	0.36752	0.214185	0.128907	0.828308	1.84915
2100	3.58594	0	3.58594	0.309135	0.010431	0.131541	0.162662	0.13357	0.252661	0.272955	0.409913	0.0946272	0.222505	0.212655	2.17312
2110	-2.68436	0	-2.68436	0.234129	0.00409329	0.11452	0.0870779	0.333127	0.227053	0.275977	0.214867	0.0748593	0.434297	0.899457	2.80015
2120	6.15107	0	6.15107	0.15527	0.00545241	0.297713	0.143053	0.300573	0.0979386	0.348991	0.171529	0.0804636	0.399017	0.7225	1.9166
2130	11.5698	0	11.5698	0.55763	0.000188028	0.140161	0.165021	0.0324184	0.104582	0.26005	0.289088	0.0923763	0.358485	0.298925	1.37473
2140	3.64244	0	3.64244	0.063425	0.301918	0.163234	0.219176	0.135715	0.116532	0.266813	0.377605	0.222835	0.132747	0.670128	2.16747
2150	3.98903	0	3.98903	0.355044	0.228653	0.0205448	0.19113	0.0793486	0.12528	0.292003	0.39951	0.202356	0.106132	0.292621	2.13281
2160	4.94082	0	4.94082	0.00243626	0.35043	0.222708	0.0379407	0.0321582	0.354327	0.550933	0.184434	0.178874	0.0857601	0.502326	2.03763
2170	6.34912	0	6.34912	0.000816806	0.250328	0.374149	0.166554	0.190207	0.0179458	0.513272	0.134408	0.147743	0.204577	0.748645	1.8968
2180	-1.55709	0	-1.55709	0.0879995	0.514687	0.184807	0.110008	0.0799533	0.0225461	0.149002	0.279964	0.152708	0.418326	0.101503	2.68742
2190	-4.50666	0	-4.50666	0.245009	0.352703	0.33344	0.00512288	0.0621248	0.00160038	0.0720111	0.184982	0.216983	0.526024	0.722567	2.98238
2200	4.60378	0	4.60378	0.0867333	0.402665	0.265332	0.027014	0.151921	0.0663354	0.362583	0.116704	0.19943	0.321283	0.853118	2.07133
2210	4.62344	0	4.62344	0.0893175	0.276423	0.220846	0.0204109	0.389281	0.00372227	0.181619	0.22118	0.0684127	0.528788	0.150143	2.06937
2220	6.00027	0	6.00027	0.164705	0.278179	0.0179591	0.360311	0.00774899	0.171096	0.328067	0.0615754	0.143351	0.467007	0.717736	1.93168
2230	2.45315	0	2.45315	0.137773	0.0581226	0.0281073	0.260952	0.00721097	0.507833	0.288848	0.322713	0.058927	0.329513	0.326953	2.28639
2240	7.1588	0	7.1588	0.118885	0.0209959	0.249308	0.185513	0.357422	0.067876	0.140251	0.11176	0.399405	0.348584	0.254979	1.81583
2250	0.137042	0	0.137042	0.0143892	0.260598	0.307797	0.0349195	0.158234	0.224062	0.314407	0.0700706	0.439805	0.175718	0.86429	2.51801
2260	2.04565	0	2.04565	0.487553	0.0305789	0.00421591	0.397779	0.0593735	0.0204997	0.373251	0.0759228	0.344443	0.206384	0.162194	2.32714
2270	8.46602	0	8.46602	0.25933	0.112527	0.0247492	0.054024	0.232089	0.317281	0.346608	0.108877	0.468108	0.0764064	0.607933	1.68511
2280	6.3398	0	6.3398	0.36234	0.246135	0.0157599	0.0172976	0.179719	0.178749	0.325136	0.128746	0.482304	0.0638139	0.190628	1.89773
2290	3.25722	0	3.25722	0.142606	0.341927	0.10619	0.326062	0.0763816	0.00683263	0.283093	0.14401	0.475811	0.0970861	0.357161	2.20599
2300	2.20018	0	2.20018	0.416113	0.485674	0.00872359	0.0413895	0.0474679	0.000632043	0.2152	0.309759	0.397455	0.0775849	0.370765	2.31169
2310	2.28187	0	2.28187	0.102598	0.151941	0.370375	0.0196611	0.0731613	0.282263	0.16047	0.237202	0.400807	0.20152	0.497651	2.30352
2320	0.678858	0	0.678858	0.036509	0.123075	0.267826	0.171677	0.362144	0.0387691	0.101854	0.303354	0.362043	0.23275	0.725992	2.46382
2330	1.81647	0	1.81647	0.0102875	0.164468	0.264961	0.185201	0.273224	0.101858	0.158176	0.246643	0.496012	0.0991682	0.589677	2.35006
2340	3.18813	0	3.18813	0.197189	0.31476	0.0610358	0.32419	0.0975363	0.00528871	0.189686	0.294985	0.408456	0.106873	0.267301	2.2129
2350	-0.891786	0	-0.891786	0.074623	0.223326	0.129775	0.172563	0.31902	0.0806938	0.19141	0.219909	0.129387	0.459294	0.806473	2.62089
2360	2.91151	0	2.91151	0.0495072	0.424883	0.100772	0.0196498	0.213356	0.191833	0.149927	0.274737	0.188871	0.386464	0.368357	2.24056
2370	-0.363496	0	-0.363496	0.495966	0.204424	0.0234244	5.24294e-05	0.204322	0.0718108	0.172811	0.309961	0.109933	0.407295	0.915009	2.56806
2380	6.60354	0	6.60354	0.233332	0.51344	0.00672674	0.177049	0.0615514	0.00790035	0.161727	0.140324	0.30832	0.389629	0.138668	1.87136
2390	5.74451	0	5.74451	0.0955711	0.0314289	0.000782731	0.283089	0.204291	0.384837	0.318462	0.327587	0.133103	0.220848	0.576405	1.95726
2400	5.21736	0	5.21736	0.0156783	0.091179	0.000122581	0.29849	0.0853908	0.50914	0.405732	0.200768	0.119195	0.274304	0.172861	2.00997
2410	-3.0822	0	-3.0822	0.0211756	0.553883	0.184115	0.0249659	0.113458	0.102402	0.0449755	0.0898232	0.32683	0.538372	0.75989	2.83993
2420	-2.18247	0	-2.18247	0.131261	0.453434	0.33242	0.00667195	0.0237872	0.0524257	0.184438	0.171158	0.10665	0.537753	0.94355	2.74996
2430	0.358847	0	0.358847	0.43724	0.11774	0.303508	0.0119341	0.00215617	0.127422	0.184102	0.556145	0.0895994	0.170154	0.791417	2.49582
2440	3.60724	0	3.60724	0.188738	0.32544	0.0374555	0.0388148	0.00861675	0.400936	0.0827832	0.465203	0.322775	0.129239	0.373139	2.17099
2450	8.31254	0	8.31254	0.149418	0.111679	0.039488	0.127327	0.195721	0.376367	0.0241492	0.594743	0.124671	0.256436	0.963494	1.70046
2460	-1.10966	0	-1.10966	0.181502	0.0155254	0.108617	0.199872	0.396359	0.0981239	0.0236629	0.623164	0.210543	0.14263	0.99638	2.64268
2470	11.8787	0	11.8787	0.0206844	0.00130381	0.347354	0.40803	0.164661	0.0579667	0.0277263	0.499546	0.443217	0.0295104	0.1241	1.34384
2480	4.22418	0	4.22418	0.473091	0.125027	0.155193	0.223996	0.00055873	0.0221337	0.069491	0.551574	0.305833	0.0731013	0.977741	2.10929
2490	-5.70374	0	-5.70374	0.255434	0.386393	0.0793979	0.0313059	6.06998e-05	0.247409	0.125621	0.445427	0.232	0.196952	0.245263	3.10208
2500	-6.12227	0	-6.12227	0.292471	0.318467	0.204243	0.0434032	1.15383e-05	0.141404	0.24986	0.399001	0.149681	0.201458	0.267443	3.14394
2510	0.885662	0	0.885662	0.132463	0.0116393	0.35554	0.0226423	0.192097	0.285618	0.134604	0.42606	0.274536	0.164799	0.676188	2.44314
2520	-5.30513	0	-5.30513	0.171477	0.054542	0.276167	0.334713	0.0961082	0.066993	0.208043	0.355681	0.263417	0.172859	0.496392	3.06222
2530	-7.06014	0	-7.06014	0.164702	0.0147704	0.574163	0.119025	0.118696	0.00864382	0.161282	0.356884	0.240147	0.241687	0.328974	3.23772
2540	-5.79351	0	-5.79351	0.0731754	0.481045	0.106948	0.0164375	0.0904641	0.23193	0.401083	0.316129	0.0150208	0.267767	0.710796	3.11106
2550	-0.97517	0	-0.97517	0.256951	0.183782	0.0551495	0.230171	0.228196	0.0457501	0.302952	0.291605	0.22678	0.178662	0.841187	2.62923
2560	2.51668	0	2.51668	0.0198947	0.124603	0.0259366	0.478263	0.229697	0.121606	0.366312	0.292117	0.0906414	0.250929	0.483411	2.28004
2570	-0.280236	0	-0.280236	0.0526902	0.264773	0.0894324	0.0631783	0.110161	0.419765	0.186791	0.451424	0.0704784	0.291306	0.91145	2.55973
2580	-4.838	0	-4.838	0.383894	0.0887714	0.00763549	0.00244216	0.0737554	0.443502	0.127721	0.322103	0.254805	0.295371	0.298843	3.01551
2590	0.351635	0	0.351635	0.265671	0.191328	0.0846737	0.0033064	0.310641	0.14438	0.145572	0.188694	0.309577	0.356157	0.0992368	2.49655
2600	4.55874	0	4.55874	0.291092	0.0262358	0.00836136	0.0734358	0.434632	0.166244	0.019922	0.508272	0.268153	0.203654	0.120873	2.07584
2610	0.533785	0	0.533785	0.304579	0.00263542	0.283091	0.216563	0.0590168	0.134115	0.0332379	0.261107	0.268453	0.437202	0.734362	2.47833
2620	-4.29404	0	-4.29404	0.178598	0.129433	0.129028	0.177746	0.117906	0.267288	0.140861	0.204238	0.12486	0.530041	0.931812	2.96111
2630	2.79663	0	2.79663	0.0130339	0.385096	0.0499167	0.236113	0.306283	0.0095576	0.233503	0.379292	0.0842832	0.302922	0.0795985	2.25205
2640	5.97657	0	5.97657	0.127557	0.374694	0.089443	0.0621317	0.313419	0.0327541	0.317782	0.477496	0.0822657	0.122456	0.832093	1.93405
2650	2.40243	0	2.40243	0.161288	0.0836002	0.0539277	0.0470124	0.168752	0.48542	0.180366	0.432348	0.0789387	0.308347	0.967453	2.29147
2660	2.74816	0	2.74816	0.257638	0.0965567	0.294084	0.0763727	0.0102382	0.26511	0.274913	0.411729	0.0562909	0.257067	0.733824	2.25689
2670	4.06767	0	4.06767	0.0546183	0.290734	0.190656	0.255122	0.198757	0.0101131	0.37077	0.137737	0.311101	0.180392	0.748799	2.12494
2680	-1.37324	0	-1.37324	0.101726	0.167648	0.367134	0.268377	0.0928069	0.00230799	0.428979	0.220659	0.089447	0.260915	0.404863	2.66903
2690	2.06129	0	2.06129	0.00748529	0.166097	0.270085	0.18306	0.343008	0.0302634	0.327267	0.122745	0.20004	0.349948	0.937103	2.32558
2700	1.48809	0	1.48809	0.0714772	0.278045	0.161082	0.113712	0.0187986	0.356886	0.383722	0.372351	0.0643532	0.179573	0.87474	2.3829
2710	-0.569734	0	-0.569734	0.0956235	0.51859	0.0326437	0.147862	0.0232216	0.182059	0.110549	0.479383	0.0534137	0.356655	0.544993	2.58868
2720	-8.80651	0	-8.80651	0.32363	0.129553	0.0229307	0.210854	0.127166	0.185866	0.319056	0.287905	0.146294	0.246744	0.843084	3.41236
2730	-6.1027	0	-6.1027	0.240755	0.0828653	0.00132928	0.292084	0.367788	0.0151787	0.323145	0.0980012	0.316522	0.262333	0.228474	3.14198
2740	-3.53115	0	-3.53115	0.111733	0.213878	0.0218221	0.379571	0.269038	0.00395808	0.242215	0.192688	0.29381	0.271286	0.810642	2.88483
2750	3.40372	0	3.40372	0.124442	0.313621	0.146028	0.348138	0.0668944	0.000876006	0.336972	0.323355	0.0717101	0.267963	0.914841	2.19134
2760	2.85709	0	2.85709	0.11209	0.271038	0.0660577	0.0886395	0.426391	0.0357834	0.184997	0.479759	0.221954	0.113289	0.423109	2.246
2770	3.47472	0	3.47472	0.0974994	0.0871209	0.184406	0.221381	0.380383	0.0292097	0.369012	0.202743	0.271037	0.157208	0.306342	2.18424
2780	0.884393	0	0.884393	0.0810269	0.083263	0.0214388	0.352828	0.139734	0.32171	0.239282	0.29039	0.241142	0.229186	0.170925	2.44327
2790	8.13268	0	8.13268	0.158978	0.411249	0.0576695	0.0178559	0.207655	0.146593	0.132552	0.436939	0.188993	0.241516	0.324647	1.71844
2800	6.79702	0	6.79702	0.00801869	0.048638	0.367078	0.0387606	0.211009	0.326496	0.26276	0.38292	0.233321	0.121	0.302091	1.85201
2810	-1.37631	0	-1.37631	0.14607	0.00299554	0.196337	0.00238721	0.13367	0.518541	0.242337	0.15276	0.321184	0.283718	0.0266147	2.66934
2820	-0.613447	0	-0.613447	0.10754	0.118735	0.255912	0.0481932	0.163461	0.306158	0.334897	0.0910585	0.123974	0.450071	0.980558	2.59305
2830	-1.72739	0	-1.72739	0.147952	0.0351496	0.149363	0.522051	0.0628729	0.082612	0.195691	0.239	0.290009	0.2753	0.827684	2.70445
2840	-2.6741	0	-2.6741	0.160273	0.0861369	0.1367	0.303917	0.0699282	0.243044	0.039782	0.302152	0.417944	0.240123	0.69782	2.79912
2850	-7.56559	0	-7.56559	0.0182322	0.374199	0.225425	0.0698086	0.232119	0.0802164	0.115475	0.173166	0.354365	0.356993	0.469416	3.28827
2860	0.98778	0	0.98778	0.0471035	0.0552048	0.219226	0.403278	0.253993	0.0211941	0.158968	0.402421	0.318074	0.120538	0.283006	2.43293
2870	9.84014	0	9.84014	0.00700666	0.322828	0.0321059	0.110579	0.211459	0.316022	0.33962	0.199322	0.113518	0.34754	0.197712	1.5477
2880	0.185088	0	0.185088	0.0771584	0.219367	0.448988	0.0276645	0.0678726	0.15895	0.570328	0.0863648	0.200203	0.143105	0.905712	2.5132
2890	-11.3389	0	-11.3389	0.218819	0.0458954	0.096497	0.202198	0.412966	0.0236253	0.439672	0.0870942	0.16663	0.306603	0.508931	3.6656
2900	-0.328367	0	-0.328367	0.300208	0.106721	0.0183156	0.0203563	0.154779	0.39962	0.57711	0.00853811	0.0840795	0.330273	0.238866	2.56455
2910	1.62918	0	1.62918	0.071199	0.0443138	0.0429777	0.393522	0.253237	0.194751	0.354948	0.0434992	0.122937	0.478616	0.00647328	2.36879
2920	8.22225	0	8.22225	0.15652	0.279885	0.0971438	0.0750318	0.0711198	0.3203	0.0833864	0.178958	0.270562	0.467093	0.188613	1.70948
2930	4.46815	0	4.46815	0.180703	0.0390665	0.223402	0.26611	0.0841428	0.206576	0.107697	0.101005	0.310416	0.480882	0.0432054	2.08489
2940	-3.17741	0	-3.17741	0.0687468	0.318203	0.386957	0.102774	0.0217768	0.101542	0.164921	0.00568224	0.255404	0.573993	0.162387	2.84945
2950	2.58274	0	2.58274	0.0506067	0.00587424	0.381953	0.167453	0.0191993	0.374914	0.455951	0.001576	0.285618	0.256855	0.751453	2.27344
2960	11.3649	0	11.3649	0.00102643	0.232338	0.2696	0.00132909	0.391868	0.103838	0.283108	0.0234318	0.281583	0.411878	0.818635	1.39522
2970	11.2356	0	11.2356	0.19957	0.0486272	0.35961	0.226591	0.0441487	0.121453	0.187035	0.00420384	0.207326	0.601434	0.367488	1.40815
2980	10.334	0	10.334	0.465735	0.00193639	0.0322046	0.346415	0.138762	0.0149462	0.298004	0.0198021	0.219686	0.462508	0.252083	1.49831
2990	4.61408	0	4.61408	0.404009	0.000524965	0.108874	0.386143	0.0623476	0.0381015	0.463025	0.022149	0.159729	0.355098	0.53054	2.0703
3000	12.4134	0	12.4134	0.334191	0.0531461	0.0796221	0.322105	0.00868961	0.202246	0.524311	0.246959	0.151575	0.0771551	0.529533	1.29037
3010	8.48144	0	8.48144	0.317213	0.0556126	0.0345975	0.0437856	0.171655	0.377136	0.309957	0.574478	0.074197	0.0413678	0.411317	1.68357
3020	-4.76943	0	-4.76943	0.0835873	0.110408	0.0131385	0.0561746	0.0215546	0.715137	0.40947	0.323172	0.170568	0.0967896	0.286431	3.00865
3030	1.02696	0	1.02696	0.091594	0.256066	0.00895619	0.00946821	0.546098	0.0878183	0.0783516	0.29392	0.37638	0.251348	0.860584	2.42901
3040	-3.11818	0	-3.11818	0.4	0.0438353	0.26677	0.00124001	0.241425	0.0467297	0.127822	0.279946	0.245094	0.347138	0.383522	2.84353
3050	-3.7587	0	-3.7587	0.43301	0.0586438	0.144737	0.0362995	0.310895	0.0164142	0.283478	0.209079	0.0599423	0.4475	0.652822	2.90758
3060	1.36272	0	1.36272	0.0918825	0.23129	0.218687	0.0274249	0.36302	0.0676962	0.251783	0.194085	0.25419	0.299941	0.410678	2.39544
3070	8.58827	0	8.58827	0.0494367	0.105891	0.128945	0.00721321	0.362674	0.34584	0.308165	0.254707	0.200101	0.237027	0.453094	1.67288
3080	3.60625	0	3.60625	0.344042	0.225463	0.0723774	0.340635	0.00963826	0.00784361	0.0824016	0.361969	0.316434	0.239196	0.453219	2.17108
3090	10.7004	0	10.7004	0.224556	0.310513	0.171084	0.173651	0.0624126	0.0577842	0.212373	0.281692	0.170257	0.335678	0.366125	1.46167
3100	-4.27499	0	-4.27499	0.540329	0.145526	0.102255	0.149481	0.0617322	0.000676078	0.114144	0.359136	0.2106	0.31612	0.279421	2.95921
3110	4.36442	0	4.36442	0.126274	0.210399	0.386495	0.118028	0.156219	0.00258487	0.416995	0.235052	0.142557	0.205395	0.249864	2.09527
3120	2.77835	0	2.77835	0.0067979	0.177965	0.199034	0.353114	0.260971	0.00211747	0.316003	0.469742	0.140444	0.0738114	0.715498	2.25387
3130	4.63022	0	4.63022	0.0401188	0.00255987	0.142836	0.508984	0.0995121	0.205989	0.223921	0.610771	0.0973782	0.0679299	0.29302	2.06869
3140	-1.65658	0	-1.65658	0.00600709	0.000311007	0.138535	0.413225	0.257145	0.184777	0.251996	0.628825	0.0471825	0.0719973	0.00373857	2.69737
3150	3.99163	0	3.99163	0.315097	0.00726332	0.325428	0.0919987	0.253282	0.00693025	0.0972056	0.771958	0.0147277	0.116109	0.317479	2.13255
3160	1.56744	0	1.56744	0.295795	0.00288605	0.0825132	0.493383	0.123958	0.00146424	0.0598628	0.550771	0.0292093	0.360157	0.243132	2.37497
3170	3.63123	0	3.63123	0.173305	0.0592215	0.411556	0.0889041	0.266893	0.000120726	0.0599363	0.357355	0.00120851	0.5815	0.385506	2.16859
3180	7.65428	0	7.65428	0.0841302	0.134953	0.628954	0.148002	0.00110178	0.00285925	0.344875	0.197004	0.160894	0.297228	0.187489	1.76628
3190	6.65275	0	6.65275	0.194171	0.242823	0.180557	0.310566	0.0424046	0.029479	0.285263	0.209627	0.332257	0.172853	0.614839	1.86643
3200	5.79213	0	5.79213	0.103316	0.411539	0.0224785	0.107805	0.353734	0.00112779	0.296239	0.203212	0.18604	0.314509	0.86361	1.9525
3210	0.656341	0	0.656341	0.131073	0.415632	0.00225238	0.164094	0.153097	0.133852	0.286134	0.409428	0.00396884	0.300469	0.274553	2.46608
3220	3.62104	0	3.62104	0.233037	0.0483091	0.301934	0.0724434	0.00445276	0.339824	0.216941	0.482987	0.0133029	0.286769	0.25005	2.16961
3230	2.12647	0	2.12647	0.280267	0.00287128	0.290307	0.260435	0.043439	0.122681	0.208134	0.361067	0.0275051	0.403294	0.720838	2.31906
3240	-10.283	0	-10.283	0.164938	0.000445963	0.113579	0.16488	0.300707	0.25545	0.320683	0.394871	0.102509	0.181937	0.34561	3.56001
3250	-5.3314	0	-5.3314	0.0447432	0.000184627	0.0594313	0.633619	0.0336719	0.22835	0.197319	0.242211	0.124351	0.43612	0.816121	3.06485
3260	5.62639	0	5.62639	0.264352	0.00549375	0.204664	0.232455	0.136165	0.15687	0.174273	0.381609	0.327298	0.11682	0.374856	1.96907
3270	-3.98049	0	-3.98049	0.168003	0.168474	0.234391	0.322638	0.0779772	0.0285163	0.172952	0.262702	0.346292	0.218054	0.123735	2.92976
3280	-5.21903	0	-5.21903	0.13073	0.145882	0.101696	0.243835	0.311754	0.0661046	0.158311	0.348944	0.283477	0.209267	0.484629	3.05361
3290	5.39219	0	5.39219	0.133492	0.141012	0.103174	0.10425	0.485956	0.0321158	0.340367	0.213542	0.332723	0.113368	0.880078	1.99249
3300	6.21822	0	6.21822	0.193413	0.101316	0.000662456	0.195335	0.474422	0.0348511	0.28778	0.355857	0.209313	0.147049	0.953334	1.90989
3310	0.081767	0	0.081767	0.0858044	0.00153481	0.417427	0.0894063	0.00733864	0.398489	0.422194	0.438576	0.0577821	0.0814476	0.793076	2.52353
3320	1.89161	0	1.89161	0.111819	0.0220649	0.137079	0.295511	0.0301259	0.4034	0.439951	0.467885	0.0253049	0.0668588	0.398795	2.34255
3330	-2.64337	0	-2.64337	0.00781404	0.00123529	0.395187	0.0130784	0.251299	0.331386	0.306583	0.390141	0.116983	0.186293	0.0719157	2.79605
3340	4.71973	0	4.71973	0.354654	0.000695829	0.349352	0.0990509	0.134206	0.0620415	0.579997	0.290938	0.111693	0.0173714	0.675396	2.05974
3350	-8.5192	0	-8.5192	0.245896	0.0340421	0.0787503	0.388318	0.251423	0.0015706	0.356991	0.23538	0.122061	0.285568	0.134235	3.38363
3360	-0.961329	0	-0.961329	0.319619	0.306161	0.113882	0.120176	0.139799	0.000363622	0.145595	0.307515	0.25253	0.29436	0.193107	2.62784
3370	6.04934	0	6.04934	0.439015	0.126122	0.141432	0.139955	0.153242	0.0002327	0.445013	0.261847	0.0725203	0.22062	0.386682	1.92678
3380	6.80023	0	6.80023	0.117542	0.14986	0.419139	0.0395178	0.273887	5.48981e-05	0.34646	0.225162	0.312614	0.115764	0.942401	1.85169
3390	5.99266	0	5.99266	0.240712	0.264887	0.247014	0.145383	0.101997	7.2275e-06	0.246027	0.347219	0.297996	0.108758	0.418515	1.93244
3400	6.25688	0	6.25688	0.116332	0.222311	0.179544	0.024009	0.4578	3.21454e-06	0.307673	0.295901	0.243689	0.152737	0.167772	1.90602
3410	2.85063	0	2.85063	0.0246044	0.366845	0.105086	0.31742	0.186044	7.57341e-07	0.335684	0.00722885	0.111096	0.545991	0.088781	2.24665
3420	6.70359	0	6.70359	0.375553	0.0206874	0.364909	0.0830943	0.155757	1.32603e-07	0.291923	0.0367087	0.0772136	0.594155	0.59054	1.86135
3430	5.9505	0	5.9505	0.14742	0.0438984	0.403565	0.0226618	0.335513	0.0469412	0.389409	0.0363418	0.169736	0.404513	0.762566	1.93666
3440	10.4945	0	10.4945	0.224908	0.00368706	0.132709	0.215612	0.0359751	0.387109	0.374715	0.233533	0.1126	0.279153	0.854691	1.48226
3450	10.7508	0	10.7508	0.0533373	0.441669	0.0938121	0.224056	0.0793968	0.10773	0.202002	0.122533	0.12663	0.548835	0.452944	1.45663
3460	2.3784	0	2.3784	0.220511	0.0212967	0.226247	0.146074	0.228979	0.156893	0.357166	0.183709	0.170153	0.288972	0.491546	2.29387
3470	1.75325	0	1.75325	0.00222395	0.151178	0.172796	0.237668	0.0235693	0.412565	0.386513	0.120186	0.206394	0.286907	0.166156	2.35638
3480	-0.333708	0	-0.333708	0.0214407	0.133228	0.197173	0.0563708	0.41525	0.176538	0.271893	0.288124	0.148213	0.29177	0.636662	2.56508
3490	5.20412	0	5.20412	0.39185	0.00453887	0.173019	0.00728244	0.191282	0.232028	0.171716	0.257458	0.00752454	0.563301	0.816857	2.0113
3500	3.64683	0	3.64683	0.243833	0.0454329	0.149185	0.447108	0.0482619	0.0661793	0.169936	0.23496	0.0510798	0.544024	0.975383	2.16703
3510	6.38279	0	6.38279	0.498217	0.0909854	0.0930375	0.0495855	0.0157246	0.25245	0.185917	0.407313	0.252332	0.154439	0.294367	1.89343
3520	-7.89184	0	-7.89184	0.234644	0.0401774	0.0260927	0.42365	0.0614956	0.21394	0.266768	0.443997	0.0836009	0.205634	0.728456	3.32089
3530	-3.81736	0	-3.81736	0.0472307	0.293123	0.0013126	0.420814	0.091731	0.145788	0.431673	0.14541	0.0207065	0.402211	0.462317	2.91345
