Iteration	Posterior	Likelihood	Prior	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar
1700	-5096.3	-5120.18	23.8793	0.143783	0.174994	0.161491	0.0211463	0.175327	0.271995	0.195047	0.314233	0.197775	0.199669	0.288323	0.0167408
1710	-5094.33	-5118.02	23.6931	0.162399	0.146845	0.185166	0.021841	0.181087	0.334356	0.130705	0.313853	0.199739	0.198528	0.28788	0.000823551
1720	-5095.53	-5119.3	23.7714	0.154566	0.149467	0.215345	0.0340465	0.148579	0.320978	0.131584	0.314277	0.203144	0.211379	0.2712	7.74063e-05
1730	-5097.25	-5121.13	23.8778	0.143926	0.155633	0.241907	0.0312506	0.17747	0.23099	0.162749	0.280911	0.214016	0.21469	0.290384	0.0123041
1740	-5094.9	-5118.73	23.8312	0.148591	0.171968	0.186489	0.0237834	0.221178	0.267587	0.128995	0.300094	0.207934	0.203992	0.28798	0.00768219
1750	-5094.22	-5118.04	23.8213	0.149578	0.149637	0.248614	0.020695	0.147895	0.292394	0.140766	0.306525	0.199818	0.215287	0.27837	0.020647
1760	-5098.73	-5122.47	23.738	0.157912	0.157344	0.206706	0.0152789	0.179465	0.327763	0.113444	0.310632	0.203315	0.196687	0.289366	0.0032348
1770	-5099.5	-5123.24	23.7378	0.157926	0.172939	0.193683	0.0275844	0.225382	0.278331	0.102081	0.304174	0.199452	0.187739	0.308635	0.00206253
1780	-5098.2	-5122.03	23.8287	0.148844	0.147467	0.195518	0.0305301	0.18854	0.283591	0.154354	0.312286	0.200331	0.209045	0.278339	0.00155812
1790	-5107.73	-5131.42	23.6864	0.163074	0.164801	0.208675	0.02629	0.164178	0.293187	0.14287	0.30842	0.188755	0.207617	0.295208	0.00359825
1800	-5103.62	-5127.49	23.8717	0.14454	0.151776	0.207094	0.0241328	0.19667	0.285103	0.135224	0.305352	0.197966	0.191594	0.305087	0.00494062
1810	-5097.6	-5121.54	23.9455	0.137157	0.184596	0.206516	0.0320865	0.208648	0.249714	0.118439	0.309576	0.202697	0.193363	0.294364	0.0109051
1820	-5097.26	-5120.98	23.7249	0.159219	0.189202	0.231866	0.0300378	0.172843	0.267584	0.108468	0.304367	0.212493	0.206709	0.276432	0.00830716
1830	-5094.46	-5118.41	23.9572	0.135992	0.169968	0.184972	0.0260584	0.198649	0.326254	0.0940978	0.311978	0.194659	0.211877	0.281486	0.00108972
1840	-5101.5	-5125.35	23.8517	0.146539	0.171445	0.193199	0.0337144	0.177053	0.227368	0.197221	0.310973	0.205101	0.202529	0.281397	0.00919028
1850	-5096.65	-5120.41	23.7679	0.154916	0.186033	0.17121	0.0245455	0.183244	0.291383	0.143585	0.295822	0.215403	0.203967	0.284809	0.000355981
1860	-5101.33	-5125.09	23.7578	0.155925	0.165777	0.266601	0.0243523	0.17354	0.239897	0.129832	0.311127	0.194889	0.20217	0.291814	0.00301351
1870	-5095.16	-5118.86	23.6962	0.162091	0.159357	0.242286	0.0234092	0.16682	0.283323	0.124805	0.314912	0.201597	0.196469	0.287022	0.00685071
1880	-5096.92	-5120.77	23.844	0.147312	0.149008	0.226552	0.021889	0.181461	0.267493	0.153596	0.294092	0.203355	0.198794	0.303759	0.0103237
1890	-5107.24	-5130.94	23.7004	0.161666	0.126446	0.196942	0.0209102	0.202114	0.321798	0.13179	0.307603	0.215432	0.203026	0.273939	0.00787967
1900	-5090.71	-5114.63	23.9238	0.139334	0.137463	0.246916	0.0227359	0.154206	0.320182	0.118496	0.308854	0.204151	0.21532	0.271674	0.000464916
1910	-5089.18	-5113.06	23.8839	0.143322	0.174347	0.190615	0.022506	0.213875	0.276818	0.121839	0.299203	0.208374	0.198167	0.294256	0.000986291
1920	-5092.55	-5116.33	23.783	0.153409	0.133843	0.280805	0.0219557	0.167013	0.267904	0.128479	0.302317	0.208586	0.195566	0.29353	0.00639906
1930	-5097.89	-5121.64	23.7476	0.156945	0.159119	0.221395	0.0231049	0.18027	0.273684	0.142428	0.301105	0.207427	0.20309	0.288378	0.00122795
1940	-5095.44	-5119.28	23.8414	0.147571	0.179895	0.235844	0.031584	0.161117	0.288647	0.102913	0.298632	0.192971	0.212114	0.296283	0.00155461
1950	-5094.19	-5117.93	23.7409	0.157618	0.182015	0.18267	0.0197626	0.201355	0.227634	0.186564	0.320772	0.210017	0.191707	0.277504	0.00456503
1960	-5097.64	-5121.39	23.7455	0.157159	0.197126	0.181595	0.0303054	0.181895	0.277825	0.131253	0.288605	0.207139	0.201492	0.302765	0.00416237
1970	-5095.55	-5119.48	23.9224	0.139465	0.159745	0.197838	0.0172533	0.197328	0.298162	0.129674	0.29929	0.196933	0.215171	0.288607	0.00588256
1980	-5090.59	-5114.44	23.846	0.147105	0.178712	0.209265	0.015073	0.160545	0.330978	0.105428	0.3059	0.207959	0.202029	0.284112	0.00623645
1990	-5100.52	-5124.28	23.7591	0.155802	0.142952	0.229574	0.0199075	0.204523	0.243965	0.159078	0.306957	0.21186	0.193309	0.287874	0.00823002
2000	-5089.38	-5113.27	23.8897	0.142743	0.170524	0.217286	0.0237472	0.167587	0.271837	0.14902	0.298913	0.201031	0.207907	0.292148	0.00684379
2010	-5093.19	-5117.08	23.8918	0.142531	0.150252	0.191455	0.0209241	0.145904	0.320485	0.17098	0.304842	0.201815	0.195736	0.297607	0.000247421
2020	-5097.38	-5121.16	23.7849	0.153218	0.184865	0.231389	0.0148774	0.154379	0.285413	0.129077	0.306251	0.202748	0.208382	0.282619	0.0106033
2030	-5105.9	-5129.58	23.6799	0.16372	0.187155	0.259164	0.0150617	0.119383	0.311667	0.10757	0.299397	0.202032	0.201945	0.296627	0.0274212
2040	-5091.86	-5115.72	23.8509	0.14662	0.19349	0.197797	0.0388315	0.17932	0.263038	0.127523	0.306946	0.20422	0.204124	0.284711	0.0153774
2050	-5098.13	-5121.82	23.6871	0.162999	0.141109	0.254195	0.0348362	0.169776	0.235974	0.16411	0.315167	0.200022	0.206405	0.278406	0.00170137
2060	-5098.36	-5122.13	23.7684	0.15487	0.136089	0.252223	0.0199905	0.17696	0.256583	0.158155	0.304258	0.208202	0.198484	0.289056	0.0026968
2070	-5103.76	-5127.52	23.7606	0.15565	0.204998	0.224004	0.0205818	0.135951	0.275448	0.139016	0.316308	0.205197	0.198899	0.279596	0.00501523
2080	-5089.23	-5113.04	23.8086	0.150846	0.158805	0.23192	0.0251714	0.170513	0.309627	0.103963	0.308662	0.197942	0.206445	0.286951	0.0034687
2090	-5098.74	-5122.61	23.8643	0.145276	0.154062	0.280154	0.0294826	0.16542	0.216335	0.154547	0.298099	0.206246	0.187842	0.307814	0.00903099
2100	-5096.48	-5120.27	23.7845	0.153263	0.182948	0.277219	0.0289784	0.167613	0.236449	0.106792	0.304646	0.193514	0.20524	0.2966	0.00903099
2110	-5103.3	-5127.02	23.7263	0.159079	0.178388	0.1943	0.0224087	0.17923	0.281936	0.143737	0.323183	0.195896	0.199642	0.281279	0.0146536
2120	-5098.33	-5122.17	23.8383	0.147876	0.16335	0.196505	0.029111	0.150374	0.283589	0.177071	0.302852	0.200283	0.214808	0.282057	0.0103919
2130	-5091.16	-5115.04	23.8764	0.144074	0.178925	0.185794	0.0361141	0.217346	0.236797	0.145023	0.319348	0.196682	0.205641	0.278329	0.00628135
2140	-5104.38	-5128.12	23.7456	0.157152	0.180068	0.244063	0.0292513	0.178602	0.250552	0.117464	0.299392	0.201939	0.198481	0.300188	0.00833053
2150	-5094.78	-5118.67	23.8925	0.142462	0.166162	0.194485	0.0390967	0.177105	0.26941	0.153741	0.322575	0.197743	0.19566	0.284021	0.0156128
2160	-5097.14	-5120.81	23.6698	0.164733	0.198503	0.205005	0.0268601	0.141142	0.307119	0.121371	0.322061	0.197095	0.198315	0.282528	0.00323774
2170	-5101.08	-5124.97	23.8864	0.143071	0.154755	0.225125	0.0313437	0.174677	0.271589	0.14251	0.319261	0.202915	0.19707	0.280754	0.0101665
2180	-5095.9	-5119.71	23.8127	0.150443	0.149564	0.175778	0.0389196	0.199266	0.324342	0.112131	0.322457	0.19539	0.195552	0.286601	0.00384779
2190	-5097.03	-5120.91	23.8772	0.143994	0.162582	0.202162	0.040387	0.179809	0.29753	0.117531	0.293024	0.20209	0.197084	0.307803	0.00448833
2200	-5101.66	-5125.41	23.7544	0.156274	0.217461	0.238671	0.0393046	0.175686	0.23019	0.0986867	0.321789	0.1977	0.194063	0.286449	0.00824987
2210	-5100.73	-5124.57	23.8371	0.148001	0.13141	0.192884	0.0237515	0.134526	0.33953	0.177898	0.304495	0.196439	0.220015	0.279051	0.00316159
2220	-5095.23	-5118.93	23.7057	0.16114	0.150824	0.249433	0.0390768	0.156796	0.278777	0.125093	0.299907	0.206013	0.207901	0.286179	0.0139353
2230	-5096.42	-5120.35	23.9235	0.139363	0.162409	0.22969	0.0203444	0.136045	0.299976	0.151535	0.300462	0.210422	0.202175	0.286941	0.0230745
2240	-5088.76	-5112.63	23.8646	0.145247	0.180273	0.232883	0.0232201	0.137936	0.272047	0.153641	0.304745	0.200829	0.192862	0.301564	0.00326849
2250	-5094.55	-5118.53	23.9727	0.134443	0.168213	0.175759	0.0248708	0.177828	0.315562	0.137766	0.336309	0.190838	0.194118	0.278735	0.0087029
2260	-5102.78	-5126.49	23.7084	0.160872	0.160861	0.250462	0.0332838	0.168375	0.25985	0.127169	0.312889	0.195572	0.20589	0.285649	0.00335224
2270	-5098.55	-5122.25	23.6971	0.162002	0.153528	0.209615	0.0231685	0.174868	0.328174	0.110647	0.311214	0.205676	0.206429	0.276682	0.000541369
2280	-5098.08	-5121.85	23.7663	0.155075	0.127373	0.221781	0.0245133	0.185018	0.26021	0.181104	0.307292	0.196559	0.191509	0.304641	0.0190841
2290	-5104.97	-5128.78	23.8124	0.150472	0.144084	0.250879	0.0375982	0.177537	0.280438	0.109464	0.316959	0.195881	0.193774	0.293387	0.00693711
2300	-5098.31	-5122.16	23.8497	0.146741	0.160856	0.230842	0.0315696	0.163358	0.307685	0.105689	0.302378	0.20334	0.202336	0.291946	0.00176171
2310	-5102.2	-5125.86	23.6561	0.166099	0.210769	0.220636	0.0232878	0.180972	0.253314	0.111022	0.314717	0.200177	0.188633	0.296474	0.00584477
2320	-5096.08	-5119.86	23.7752	0.154185	0.15577	0.227178	0.0333135	0.200184	0.28076	0.102796	0.297354	0.209862	0.196759	0.296025	0.00584477
2330	-5094.44	-5118.18	23.7317	0.158541	0.16437	0.191565	0.0400427	0.167082	0.304222	0.132719	0.31918	0.198513	0.211415	0.270892	0.00584477
2340	-5096.99	-5120.95	23.9645	0.135264	0.162909	0.213363	0.0247079	0.211275	0.214758	0.172987	0.323161	0.200988	0.204094	0.271756	0.00344083
2350	-5099.93	-5123.62	23.6957	0.162135	0.155309	0.203408	0.0329155	0.171871	0.25977	0.176727	0.312503	0.217448	0.191721	0.278328	0.0144325
2360	-5101.33	-5125.17	23.8445	0.147255	0.204736	0.191388	0.0305873	0.173351	0.262007	0.137931	0.291274	0.209268	0.203931	0.295527	0.0101809
2370	-5091.23	-5115.06	23.8332	0.148393	0.14045	0.177292	0.0283346	0.241582	0.260885	0.151455	0.312043	0.204421	0.190714	0.292821	0.0104374
2380	-5094.65	-5118.26	23.6007	0.171635	0.168285	0.221295	0.0250431	0.173686	0.298345	0.113346	0.313398	0.199105	0.199466	0.28803	0.0124785
2390	-5100.21	-5124.05	23.8336	0.148354	0.17662	0.198752	0.0352612	0.132265	0.325326	0.131777	0.298566	0.192627	0.206066	0.302741	0.00731392
2400	-5101.23	-5124.97	23.7428	0.157432	0.159329	0.217799	0.0325974	0.204951	0.257483	0.127841	0.314428	0.216349	0.183897	0.285326	0.00247585
2410	-5091.45	-5115.26	23.8163	0.150079	0.179304	0.2285	0.0336974	0.15866	0.259218	0.140621	0.308224	0.210396	0.206214	0.275166	0.0109419
2420	-5104.97	-5128.83	23.8623	0.145476	0.144841	0.22919	0.0337991	0.139608	0.29269	0.159872	0.322595	0.207879	0.198465	0.271061	0.0013496
2430	-5093.64	-5117.48	23.8398	0.147728	0.210734	0.186572	0.0270189	0.193595	0.238264	0.143816	0.313863	0.191249	0.201595	0.293293	0.0138055
2440	-5094.7	-5118.48	23.785	0.153214	0.168517	0.174499	0.0295174	0.200524	0.292433	0.13451	0.324766	0.187122	0.204106	0.284007	0.00633258
2450	-5106.56	-5130.44	23.8784	0.14387	0.162	0.170584	0.0249163	0.216509	0.286876	0.139114	0.305995	0.206803	0.189611	0.297591	0.0140579
2460	-5102.02	-5125.84	23.8195	0.149755	0.125718	0.243989	0.0257735	0.200125	0.292131	0.112264	0.29755	0.214915	0.190091	0.297444	0.00735987
2470	-5101.72	-5125.39	23.6661	0.165101	0.134261	0.226534	0.0239296	0.173307	0.291916	0.150052	0.30664	0.214237	0.196053	0.28307	0.0147828
2480	-5098.24	-5122.07	23.8322	0.148489	0.205944	0.175926	0.0202898	0.173237	0.267025	0.157579	0.28541	0.195732	0.207756	0.311102	0.00443
2490	-5093.96	-5117.84	23.8798	0.143731	0.169443	0.184512	0.0190284	0.181691	0.280056	0.165269	0.317684	0.197355	0.20112	0.283841	0.00361351
2500	-5090.06	-5113.92	23.8547	0.146236	0.186104	0.239705	0.0187759	0.156121	0.262488	0.136805	0.314035	0.206813	0.194794	0.284357	0.00416276
2510	-5098.11	-5121.95	23.8445	0.147255	0.234418	0.167786	0.0198356	0.212823	0.255438	0.109699	0.29956	0.216506	0.194877	0.289058	0.0127044
2520	-5095.84	-5119.64	23.8044	0.151267	0.151658	0.198439	0.0233916	0.227839	0.27398	0.124692	0.318955	0.190667	0.191751	0.298627	0.00107161
2530	-5099.94	-5123.71	23.7765	0.154064	0.161245	0.19652	0.0208362	0.177409	0.29839	0.1456	0.310788	0.191238	0.205519	0.292455	0.00606967
2540	-5095.75	-5119.53	23.7814	0.153567	0.171971	0.252163	0.0312263	0.13481	0.29919	0.110639	0.324137	0.200227	0.192733	0.282903	0.00207984
2550	-5098.45	-5122.21	23.7599	0.155718	0.160717	0.20305	0.0325556	0.213667	0.246317	0.143693	0.321907	0.19882	0.188216	0.291056	0.00350861
2560	-5095.46	-5119.22	23.7622	0.155492	0.188788	0.252477	0.0190316	0.168	0.251371	0.120332	0.314108	0.193084	0.202182	0.290626	0.00476009
2570	-5094.95	-5118.77	23.8216	0.149546	0.139492	0.228226	0.0207141	0.189368	0.291562	0.130638	0.309854	0.201487	0.205381	0.283278	0.000793874
2580	-5089.77	-5113.6	23.833	0.148407	0.136404	0.196796	0.0202555	0.185176	0.306798	0.15457	0.310646	0.202359	0.198297	0.288699	0.00867272
2590	-5098.93	-5122.78	23.8506	0.146649	0.117726	0.231135	0.0225552	0.193131	0.335341	0.100111	0.298958	0.186737	0.206466	0.307839	0.00367634
2600	-5105.16	-5128.87	23.7086	0.160852	0.17892	0.188659	0.0404113	0.197358	0.260948	0.133703	0.306077	0.211593	0.20366	0.27867	0.0247553
2610	-5097.28	-5121.08	23.8026	0.151446	0.153655	0.219793	0.0347048	0.157449	0.310546	0.123853	0.308674	0.199014	0.205388	0.286924	0.0270343
2620	-5099.02	-5122.89	23.873	0.144408	0.198345	0.216179	0.0288355	0.156322	0.30544	0.0948779	0.295362	0.21513	0.221241	0.268267	0.00255859
2630	-5086.63	-5110.49	23.8601	0.145699	0.148384	0.206921	0.0276006	0.169729	0.276019	0.171346	0.309331	0.196895	0.198767	0.295007	0.00289948
2640	-5097.54	-5121.2	23.6568	0.166028	0.16866	0.187132	0.0216475	0.184854	0.311447	0.126259	0.309858	0.195422	0.200397	0.294323	0.00105338
2650	-5101.42	-5125.14	23.7225	0.159463	0.152327	0.22979	0.0195512	0.206612	0.242909	0.14881	0.308903	0.187025	0.212809	0.291263	0.0128816
2660	-5100.61	-5124.37	23.7617	0.155538	0.142952	0.217656	0.0130062	0.238294	0.28717	0.100922	0.321907	0.185094	0.206263	0.286736	0.00205185
2670	-5106.94	-5130.82	23.8746	0.144247	0.140628	0.206469	0.0134657	0.246712	0.280017	0.112707	0.312385	0.191711	0.214194	0.28171	0.00257227
2680	-5100.64	-5124.49	23.8454	0.147167	0.124695	0.228681	0.0194252	0.228988	0.277398	0.120812	0.307809	0.205266	0.196191	0.290733	0.00575736
2690	-5092.04	-5115.86	23.8234	0.149369	0.156027	0.183162	0.0275519	0.207698	0.280117	0.145444	0.310654	0.199117	0.201106	0.289123	0.00162025
2700	-5100.31	-5123.98	23.6731	0.164401	0.153907	0.233991	0.0237368	0.178465	0.274649	0.135251	0.310774	0.197228	0.204822	0.287176	0.0120185
2710	-5099.7	-5123.4	23.695	0.162206	0.156078	0.19817	0.0250814	0.234094	0.261762	0.124813	0.311816	0.195086	0.189893	0.303205	0.00667336
2720	-5099.4	-5123.11	23.7098	0.160726	0.118402	0.223357	0.0294679	0.204344	0.273458	0.150972	0.29179	0.207209	0.206665	0.294336	0.0080026
2730	-5102.84	-5126.66	23.8189	0.149816	0.105428	0.177968	0.0244666	0.282453	0.30198	0.107704	0.313309	0.196146	0.204193	0.286353	0.00301814
2740	-5091.44	-5115.17	23.7279	0.158919	0.189706	0.208838	0.0235548	0.17921	0.263627	0.135065	0.313499	0.205852	0.205299	0.27535	0.00315323
2750	-5099.73	-5123.49	23.7552	0.156185	0.200827	0.210025	0.0367955	0.193529	0.243132	0.115692	0.313795	0.204058	0.187024	0.295123	0.00554044
2760	-5096.19	-5119.91	23.7134	0.160366	0.162118	0.22143	0.026655	0.176679	0.279739	0.133379	0.314668	0.200046	0.191174	0.294111	0.00554044
2770	-5098.25	-5121.93	23.6831	0.163396	0.145101	0.161428	0.0239795	0.2185	0.305741	0.14525	0.301368	0.192098	0.209604	0.29693	0.00172272
2780	-5098.54	-5122.26	23.7181	0.159899	0.179561	0.190287	0.0189785	0.147937	0.282028	0.181208	0.303865	0.209182	0.200501	0.286453	0.0142947
2790	-5092.98	-5116.76	23.7791	0.153796	0.173554	0.222814	0.0181798	0.141711	0.270159	0.173582	0.311242	0.204527	0.194223	0.290008	0.0142098
2800	-5094.53	-5118.45	23.9182	0.139893	0.171174	0.206584	0.0216683	0.201515	0.269825	0.129234	0.299617	0.203431	0.202007	0.294945	0.00291627
2810	-5096.92	-5120.75	23.8222	0.149486	0.141921	0.213211	0.0251964	0.191877	0.270585	0.157209	0.314267	0.210563	0.19074	0.28443	9.09757e-05
2820	-5099.01	-5122.93	23.9207	0.139638	0.119505	0.223419	0.0212167	0.193051	0.262292	0.180517	0.335912	0.198228	0.199352	0.266509	0.00921835
2830	-5104.64	-5128.37	23.7313	0.158576	0.134303	0.251084	0.023844	0.198836	0.298263	0.09367	0.312487	0.215238	0.198959	0.273316	0.0166561
2840	-5094	-5117.81	23.811	0.150614	0.16121	0.187935	0.0253874	0.233593	0.284299	0.107575	0.317585	0.183893	0.191798	0.306724	0.000880002
2850	-5096.6	-5120.5	23.8999	0.141724	0.215438	0.217997	0.0260711	0.157024	0.279053	0.104417	0.29871	0.207927	0.199583	0.29378	0.00339778
2860	-5098	-5121.73	23.7399	0.157724	0.209619	0.212109	0.0253669	0.152783	0.262421	0.137701	0.315501	0.200236	0.195906	0.288357	0.00122029
2870	-5088.58	-5112.41	23.8281	0.148902	0.151869	0.21712	0.0158906	0.162948	0.320176	0.131996	0.321276	0.192902	0.207663	0.27816	0.00252444
2880	-5093.72	-5117.66	23.939	0.13781	0.146484	0.210908	0.0341899	0.166243	0.313653	0.128522	0.296333	0.205975	0.203076	0.294617	0.000216129
2890	-5101.62	-5125.32	23.6997	0.161744	0.165913	0.225965	0.0324737	0.152315	0.322975	0.100358	0.309307	0.199508	0.207251	0.283934	0.00652371
2900	-5100.24	-5123.96	23.7212	0.159588	0.126216	0.223548	0.0310881	0.222669	0.256615	0.139863	0.299149	0.205075	0.200492	0.295284	0.00227481
2910	-5105.61	-5129.39	23.779	0.15381	0.184562	0.207146	0.0343221	0.125802	0.30991	0.138257	0.315938	0.20371	0.205484	0.274867	0.0116413
2920	-5091.86	-5115.75	23.8873	0.142985	0.169465	0.2295	0.0256821	0.174512	0.270312	0.130529	0.302463	0.201308	0.209793	0.286436	0.000941872
2930	-5103.31	-5126.88	23.5742	0.174287	0.165353	0.223931	0.025059	0.182206	0.252039	0.151413	0.307156	0.194513	0.20545	0.29288	0.0292705
2940	-5091.27	-5114.97	23.6939	0.162317	0.156573	0.235603	0.0200666	0.208696	0.235687	0.143374	0.31001	0.2015	0.200616	0.287874	0.00126092
2950	-5096.06	-5119.83	23.7793	0.15378	0.165939	0.195625	0.0309291	0.18061	0.289015	0.137883	0.303797	0.195747	0.205752	0.294704	0.000143761
2960	-5090.47	-5114.39	23.9179	0.139918	0.158931	0.248582	0.0377431	0.172983	0.2497	0.132061	0.294408	0.200736	0.207915	0.296942	0.00634353
2970	-5092.33	-5116.13	23.8025	0.151455	0.161693	0.244116	0.0272275	0.156899	0.273981	0.136083	0.304491	0.204502	0.209853	0.281155	0.00151988
2980	-5102.05	-5126.05	23.9972	0.131989	0.170129	0.238431	0.0280453	0.135645	0.301898	0.125852	0.320042	0.191603	0.199157	0.289197	0.0146356
2990	-5100.16	-5123.98	23.8149	0.15022	0.177799	0.201293	0.0497073	0.165315	0.260286	0.145599	0.299351	0.208418	0.20304	0.289192	0.0298365
3000	-5095.63	-5119.45	23.8249	0.149221	0.169524	0.252314	0.0290817	0.168162	0.268659	0.112259	0.318191	0.200512	0.188533	0.292764	0.0087289
3010	-5095.53	-5119.24	23.7165	0.160061	0.203469	0.195712	0.0269125	0.173813	0.276072	0.124021	0.311424	0.196215	0.203466	0.288895	0.0106008
3020	-5094.48	-5118.24	23.7618	0.155525	0.196891	0.228371	0.0266901	0.172376	0.252676	0.122996	0.296935	0.208395	0.195396	0.299273	0.00202664
3030	-5092.56	-5116.41	23.8527	0.146439	0.165828	0.201213	0.0261507	0.219476	0.222628	0.164705	0.30452	0.211392	0.195646	0.288442	0.0063784
3040	-5090.21	-5114	23.7923	0.152475	0.155915	0.233095	0.0255306	0.182818	0.241843	0.160799	0.29944	0.200717	0.209504	0.29034	0.0210461
3050	-5093.63	-5117.41	23.7778	0.153934	0.184349	0.19498	0.0253269	0.188701	0.295613	0.111031	0.327567	0.203352	0.19435	0.274731	0.00566766
3060	-5092.18	-5116.02	23.8367	0.148039	0.151551	0.215371	0.0279757	0.208436	0.2807	0.115966	0.310894	0.200569	0.212757	0.27578	0.00769267
3070	-5100.11	-5123.83	23.7113	0.160579	0.232996	0.189938	0.0256565	0.191156	0.25743	0.102823	0.309306	0.205763	0.212134	0.272796	0.00366936
3080	-5094.53	-5118.39	23.8572	0.14599	0.165837	0.198142	0.0225107	0.20517	0.268692	0.139648	0.297415	0.191212	0.218352	0.293022	0.000142275
3090	-5097.93	-5121.74	23.8068	0.151026	0.174123	0.167225	0.0325864	0.183863	0.321702	0.120501	0.313028	0.213461	0.19265	0.280861	0.00233286
3100	-5104.67	-5128.38	23.7021	0.161499	0.157022	0.224919	0.032579	0.209805	0.232221	0.143453	0.315545	0.213977	0.198466	0.272013	0.00502462
3110	-5093.27	-5117.24	23.9737	0.134336	0.172319	0.217534	0.0407583	0.139016	0.29163	0.138743	0.316353	0.192262	0.191431	0.299953	0.00331211
3120	-5093.66	-5117.4	23.7393	0.157778	0.153618	0.223447	0.0309562	0.199551	0.259532	0.132896	0.319629	0.20248	0.189625	0.288267	0.00295308
3130	-5092.76	-5116.65	23.8879	0.142917	0.144991	0.211388	0.0220557	0.187551	0.272833	0.161181	0.32274	0.205176	0.203495	0.268589	0.00238344
3140	-5094.37	-5118.19	23.8145	0.150259	0.170215	0.210098	0.031925	0.182011	0.293213	0.112538	0.305662	0.207236	0.193806	0.293297	0.00364718
3150	-5103.17	-5126.95	23.7859	0.153119	0.163758	0.236105	0.0373715	0.163578	0.250584	0.148604	0.313113	0.202237	0.197426	0.287225	0.014724
3160	-5094.56	-5118.21	23.6526	0.166449	0.167713	0.227315	0.0406276	0.149725	0.272417	0.142203	0.303703	0.21073	0.199579	0.285988	0.00164593
3170	-5093.88	-5117.6	23.7136	0.160349	0.17053	0.19722	0.0321657	0.186826	0.272679	0.140579	0.317594	0.200561	0.197731	0.284114	0.00214297
3180	-5096.64	-5120.42	23.7727	0.154445	0.162451	0.268079	0.0172517	0.185225	0.25976	0.107233	0.301085	0.212458	0.185539	0.300918	0.00386299
3190	-5100.88	-5124.59	23.7092	0.160788	0.152673	0.220465	0.0242735	0.185916	0.289984	0.126688	0.2966	0.202518	0.195507	0.305374	0.00341634
3200	-5093.83	-5117.6	23.7685	0.154862	0.158738	0.262356	0.0252377	0.167313	0.237998	0.148358	0.318669	0.202305	0.189937	0.289089	0.000232784
3210	-5106.78	-5130.51	23.7299	0.158724	0.130864	0.216287	0.0240568	0.263221	0.232729	0.132842	0.320969	0.190435	0.190357	0.298238	0.00768584
3220	-5096.35	-5120.21	23.8602	0.145689	0.144582	0.215277	0.0265785	0.167541	0.299255	0.146768	0.327489	0.194303	0.194662	0.283545	0.0196588
3230	-5099.14	-5122.85	23.7139	0.160317	0.166656	0.2369	0.0303877	0.211032	0.246718	0.108306	0.317034	0.206726	0.194156	0.282084	0.0191612
3240	-5099.08	-5123.05	23.9686	0.134845	0.170406	0.230553	0.0238563	0.215781	0.24318	0.116224	0.300694	0.196986	0.207985	0.294335	0.00464397
3250	-5090.26	-5114.18	23.9207	0.13964	0.156384	0.214702	0.0218933	0.198026	0.277664	0.13133	0.320615	0.203617	0.18675	0.289019	0.0130799
3260	-5095.11	-5119.01	23.8938	0.142331	0.189176	0.185192	0.039792	0.158262	0.271974	0.155605	0.299948	0.202815	0.209253	0.287984	0.00573867
3270	-5090.3	-5114.19	23.8868	0.14303	0.183486	0.20683	0.0212486	0.216804	0.236926	0.134705	0.295216	0.210025	0.196538	0.298221	0.00410327
3280	-5091.42	-5115.24	23.8223	0.149483	0.186524	0.205567	0.0277235	0.152912	0.276317	0.150956	0.321829	0.200566	0.199798	0.277807	0.00170534
3290	-5099.8	-5123.73	23.9274	0.138968	0.192695	0.195658	0.0276423	0.137922	0.305622	0.140461	0.32279	0.186781	0.204351	0.286079	0.00375273
3300	-5097.96	-5121.84	23.883	0.143414	0.178381	0.205272	0.0250274	0.150519	0.290174	0.150627	0.302556	0.209437	0.192786	0.295221	0.0102956
3310	-5094.33	-5118	23.6708	0.164632	0.154182	0.200188	0.0313848	0.171001	0.291782	0.151462	0.291567	0.224584	0.199404	0.284445	0.0144476
3320	-5094.04	-5117.86	23.8172	0.149988	0.15261	0.261576	0.0277773	0.207195	0.241467	0.109375	0.311732	0.210595	0.190843	0.286829	0.00378346
3330	-5098.87	-5122.59	23.7286	0.158853	0.15882	0.200344	0.0321782	0.223079	0.270012	0.115567	0.293032	0.211959	0.200087	0.294922	0.0181643
3340	-5089.21	-5113.06	23.8508	0.146632	0.170461	0.213639	0.0291459	0.152197	0.27164	0.162918	0.31427	0.199731	0.195357	0.290642	0.00761725
3350	-5103.21	-5127.08	23.8666	0.145046	0.156831	0.275903	0.024192	0.130862	0.276985	0.135227	0.314824	0.203827	0.199363	0.281986	0.016708
3360	-5096.3	-5120.07	23.7668	0.155028	0.168694	0.243488	0.0278662	0.154775	0.244443	0.160734	0.305252	0.202345	0.203628	0.288775	0.00280399
3370	-5091.06	-5114.87	23.8081	0.150896	0.152055	0.211867	0.037726	0.191424	0.237604	0.169324	0.296516	0.209251	0.196986	0.297246	0.00654719
3380	-5096.74	-5120.56	23.8151	0.1502	0.165989	0.202259	0.0230868	0.251479	0.238453	0.118733	0.326089	0.193666	0.192783	0.287463	0.00473194
3390	-5087.05	-5110.86	23.8156	0.15015	0.186567	0.231876	0.0295674	0.182537	0.235999	0.133453	0.301197	0.201887	0.201049	0.295866	0.00117897
