Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1700	-5095.87	-5119.73	23.8615	0.141084	0.228765	0.026012	0.19764	0.251611	0.154888	0.322192	0.212156	0.194592	0.271061	0.0104783	0.145557
1710	-5091.46	-5115.26	23.8004	0.166135	0.200636	0.0244896	0.219336	0.256743	0.13266	0.307122	0.198581	0.196103	0.298193	0.00236084	0.151673
1720	-5091.84	-5115.61	23.7658	0.155493	0.22168	0.0240274	0.180059	0.282279	0.136461	0.324697	0.195989	0.197336	0.281978	0.00714505	0.155126
1730	-5107.44	-5131.24	23.7984	0.200513	0.197243	0.0237714	0.195808	0.279272	0.103392	0.282558	0.212581	0.210639	0.294223	0.0199122	0.151872
1740	-5094.42	-5118.17	23.7588	0.177439	0.198275	0.0274592	0.170359	0.253925	0.172543	0.30763	0.208447	0.200182	0.28374	0.0046901	0.155827
1750	-5112.39	-5136.21	23.8255	0.224252	0.205876	0.0186067	0.178164	0.237664	0.135439	0.29694	0.198364	0.201638	0.303059	0.00420065	0.149163
1760	-5097.06	-5120.86	23.792	0.17325	0.207867	0.0169234	0.208053	0.277535	0.116371	0.314245	0.201039	0.194967	0.289749	0.00617482	0.152514
1770	-5108.33	-5132.06	23.7278	0.155254	0.221884	0.0379953	0.201513	0.248706	0.134649	0.314516	0.202484	0.191628	0.291372	0.00204911	0.158925
1780	-5107.46	-5131.26	23.7996	0.159364	0.203091	0.0390012	0.19059	0.25529	0.152664	0.294148	0.204996	0.211156	0.289701	0.0248812	0.151751
1790	-5105.98	-5129.65	23.6685	0.156186	0.244838	0.0391134	0.129026	0.284939	0.145898	0.309185	0.199836	0.207437	0.283541	0.0243772	0.164862
1800	-5100.39	-5124.15	23.7556	0.147199	0.234127	0.0374024	0.161504	0.296204	0.123562	0.312703	0.21092	0.189686	0.28669	0.0413075	0.156147
1810	-5106.36	-5130.19	23.8296	0.187629	0.225707	0.0360573	0.158517	0.27297	0.119119	0.322925	0.207775	0.186858	0.282442	0.0308877	0.148748
1820	-5095.07	-5118.86	23.7893	0.197444	0.224127	0.0171968	0.19246	0.235762	0.133009	0.293561	0.212008	0.196528	0.297903	0.00082527	0.15278
1830	-5090.44	-5114.27	23.8284	0.158962	0.220817	0.0169428	0.189618	0.282616	0.131045	0.30703	0.200392	0.215075	0.277503	0.000411324	0.148871
1840	-5097.47	-5121.27	23.8026	0.171908	0.203045	0.0183226	0.163954	0.303356	0.139415	0.315057	0.199689	0.20016	0.285094	0.000317901	0.151447
1850	-5103.03	-5126.85	23.8228	0.160664	0.173937	0.0171533	0.181131	0.264764	0.20235	0.31402	0.202431	0.200648	0.282901	0.0181648	0.149432
1860	-5096.49	-5120.27	23.7798	0.151706	0.210797	0.0161969	0.200528	0.311037	0.109736	0.311753	0.193826	0.195432	0.298989	0.00164004	0.153729
1870	-5104.61	-5128.4	23.7866	0.134078	0.268754	0.0212125	0.258927	0.195082	0.121946	0.325227	0.192907	0.180261	0.301605	0.00343409	0.153049
1880	-5092.01	-5115.78	23.7657	0.190343	0.197908	0.0414342	0.162804	0.296225	0.111285	0.307607	0.20375	0.201374	0.287269	0.000131042	0.155142
1890	-5092.51	-5116.29	23.7807	0.18131	0.188516	0.0240315	0.193731	0.282167	0.130244	0.315362	0.195368	0.192291	0.296978	0.00594067	0.153637
1900	-5089.34	-5113.13	23.7865	0.193483	0.200295	0.030366	0.189096	0.255484	0.131276	0.308282	0.204322	0.197849	0.289547	0.00684689	0.153059
1910	-5091.47	-5115.38	23.9124	0.17694	0.212418	0.0287656	0.179131	0.253101	0.149645	0.305722	0.203448	0.19504	0.295789	0.00388767	0.140473
1920	-5095.31	-5119.05	23.7418	0.173519	0.208311	0.0177782	0.151351	0.30229	0.146751	0.314336	0.199307	0.19536	0.290998	0.00651719	0.157526
1930	-5092.2	-5116.05	23.8529	0.174743	0.234686	0.0301074	0.137369	0.296482	0.126613	0.30742	0.214388	0.195797	0.282395	0.00114009	0.146422
1940	-5101.95	-5125.78	23.8305	0.161466	0.23222	0.0251433	0.193543	0.249752	0.137875	0.3026	0.202334	0.208201	0.286865	0.00586364	0.148656
1950	-5092.79	-5116.51	23.7212	0.164345	0.202236	0.0255916	0.167929	0.299565	0.140333	0.300637	0.211952	0.200661	0.28675	0.00227847	0.159589
1960	-5096.27	-5120.19	23.9261	0.175739	0.212286	0.0246693	0.201959	0.257816	0.127531	0.290493	0.197185	0.214415	0.297907	0.00333676	0.139095
1970	-5098.85	-5122.55	23.7017	0.194249	0.221534	0.0257441	0.16721	0.262238	0.129024	0.319202	0.198087	0.188928	0.293783	0.00929492	0.161542
1980	-5105.73	-5129.45	23.7216	0.163939	0.205186	0.0224616	0.159201	0.325297	0.123916	0.312325	0.20623	0.190421	0.291024	0.00202465	0.159545
1990	-5093.79	-5117.62	23.825	0.166158	0.193237	0.0211535	0.212119	0.238482	0.168851	0.308319	0.204705	0.198105	0.288871	0.00666958	0.14921
2000	-5092.39	-5116.18	23.7941	0.1443	0.177539	0.0212884	0.19591	0.296368	0.164595	0.311224	0.203081	0.193739	0.291956	0.00398057	0.152301
2010	-5100.77	-5124.7	23.9217	0.142536	0.227479	0.0386436	0.220019	0.236207	0.135116	0.314999	0.194625	0.207381	0.282995	0.0117096	0.139538
2020	-5098.66	-5122.66	23.9976	0.131825	0.210386	0.0237476	0.238643	0.253888	0.14151	0.312552	0.218397	0.197153	0.271898	2.04291e-06	0.131951
2030	-5096.48	-5120.25	23.7649	0.150878	0.239398	0.0293183	0.147364	0.290583	0.142459	0.299225	0.205949	0.199313	0.295514	0.00684995	0.155215
2040	-5095.33	-5119.09	23.7565	0.164824	0.216431	0.0285267	0.150336	0.284535	0.155348	0.310423	0.20674	0.199406	0.28343	0.0120897	0.156056
2050	-5093.21	-5117.01	23.798	0.185027	0.221466	0.0234984	0.188429	0.253614	0.127965	0.307573	0.200495	0.197093	0.294838	0.0048023	0.151915
2060	-5092.19	-5116.02	23.8268	0.130206	0.223092	0.0212829	0.170663	0.317777	0.136979	0.311167	0.200984	0.195457	0.292392	0.00668641	0.149029
2070	-5092	-5115.87	23.8781	0.145692	0.211165	0.0287252	0.160797	0.305918	0.147702	0.318568	0.196862	0.189049	0.295521	0.00386127	0.143896
2080	-5100.34	-5124.21	23.8731	0.187594	0.218807	0.0236185	0.175411	0.252695	0.141873	0.293198	0.199817	0.197015	0.30997	0.000866017	0.144404
2090	-5099.02	-5122.81	23.7895	0.131925	0.195791	0.0166096	0.183581	0.351379	0.120714	0.313952	0.193887	0.202857	0.289304	0.000743156	0.152756
2100	-5095.31	-5119.17	23.8586	0.190643	0.186033	0.0293409	0.166138	0.296713	0.131133	0.31481	0.210176	0.194859	0.280155	0.010905	0.145847
2110	-5097.2	-5121.15	23.9434	0.206361	0.205879	0.0262299	0.14715	0.287374	0.127006	0.304275	0.206218	0.199557	0.28995	0.00669853	0.137373
2120	-5091.64	-5115.41	23.7741	0.142135	0.208857	0.024207	0.231101	0.265212	0.128488	0.322694	0.196852	0.200951	0.279502	0.00179773	0.154298
2130	-5108.42	-5132.14	23.718	0.14461	0.232277	0.0229656	0.234243	0.264019	0.101886	0.31284	0.21616	0.181503	0.289498	0.0173482	0.159914
2140	-5097.85	-5121.69	23.8397	0.144258	0.264852	0.0332519	0.224433	0.231568	0.101638	0.310197	0.199524	0.210885	0.279394	0.0134736	0.147737
2150	-5091.23	-5115.09	23.8521	0.185097	0.225645	0.0426059	0.13722	0.279202	0.13023	0.30417	0.204538	0.200723	0.290569	0.000677514	0.146498
2160	-5108.1	-5131.82	23.7196	0.144394	0.268218	0.0251718	0.222934	0.214319	0.124964	0.306115	0.211791	0.199097	0.282997	0.0261222	0.159748
2170	-5094.58	-5118.41	23.8231	0.148052	0.20777	0.0407993	0.182988	0.277614	0.142777	0.317903	0.203161	0.195095	0.28384	0.00308882	0.149401
2180	-5096.55	-5120.49	23.9363	0.147919	0.222311	0.0297356	0.16959	0.31226	0.118184	0.300223	0.206071	0.198172	0.295534	0.000790492	0.138082
2190	-5101.42	-5125.29	23.8645	0.169442	0.227979	0.0295934	0.18847	0.228665	0.155851	0.32558	0.20756	0.180643	0.286218	0.00421764	0.145263
2200	-5094.9	-5118.58	23.6818	0.140674	0.207096	0.023636	0.171583	0.327621	0.12939	0.31095	0.203815	0.201284	0.283951	0.000380849	0.163528
2210	-5104.64	-5128.45	23.8141	0.200097	0.212048	0.0234834	0.170475	0.222896	0.171	0.303945	0.214148	0.201549	0.280358	0.00764901	0.150295
2220	-5099.83	-5123.73	23.8995	0.152	0.237992	0.0326808	0.204202	0.262189	0.110936	0.307951	0.21409	0.196855	0.281104	0.0161152	0.141761
2230	-5093.29	-5117.01	23.7171	0.187886	0.198242	0.0278976	0.157969	0.264655	0.163351	0.317995	0.194585	0.198561	0.28886	0.00646574	0.159999
2240	-5095.95	-5119.73	23.7835	0.130248	0.27597	0.0374432	0.206728	0.212626	0.136984	0.308577	0.210085	0.188367	0.292971	0.00646574	0.153359
2250	-5112.65	-5136.34	23.6907	0.140765	0.190233	0.0286376	0.158273	0.316193	0.165898	0.297352	0.206789	0.208481	0.287378	0.0204785	0.16264
2260	-5095.15	-5118.95	23.8006	0.175787	0.219974	0.0236332	0.162479	0.278261	0.139866	0.303673	0.214451	0.20453	0.277346	0.00194129	0.151647
2270	-5097.75	-5121.52	23.775	0.163342	0.268632	0.0211327	0.177055	0.257623	0.112216	0.310168	0.192249	0.198212	0.29937	0.00311454	0.154213
2280	-5098.25	-5122.05	23.8045	0.164416	0.282833	0.0212718	0.150259	0.268265	0.112954	0.298391	0.199438	0.209385	0.292786	0.00963251	0.151259
2290	-5099.72	-5123.55	23.8336	0.147143	0.203106	0.0152755	0.206506	0.272982	0.154987	0.303665	0.200968	0.1985	0.296867	0.0294904	0.148352
2300	-5097.4	-5121.11	23.711	0.159903	0.21998	0.0307622	0.210748	0.244778	0.133829	0.308238	0.220586	0.194161	0.277015	0.0450972	0.160613
2310	-5092.81	-5116.6	23.7894	0.148055	0.21042	0.0340825	0.196256	0.281907	0.129279	0.323835	0.198715	0.198234	0.279216	0.0100591	0.15277
2320	-5093.26	-5117.25	23.9936	0.150429	0.240498	0.0387158	0.157149	0.27358	0.139628	0.302552	0.19742	0.211782	0.288246	0.0111282	0.132351
2330	-5100.06	-5123.83	23.7753	0.140288	0.238457	0.0363091	0.20245	0.256573	0.125922	0.308876	0.200537	0.195663	0.294924	0.0019989	0.154184
2340	-5103.21	-5127.08	23.8615	0.138065	0.218771	0.0143366	0.176513	0.31556	0.136754	0.329129	0.20205	0.197462	0.27136	0.00452919	0.145559
2350	-5093.62	-5117.32	23.7072	0.147099	0.236893	0.013187	0.162359	0.290256	0.150207	0.314663	0.198674	0.193362	0.293301	0.00253241	0.160987
2360	-5095.23	-5119.07	23.8385	0.162419	0.212746	0.0324061	0.198821	0.247378	0.14623	0.317596	0.18956	0.202446	0.290398	0.0195092	0.147861
2370	-5097.42	-5121.05	23.635	0.135799	0.234212	0.0356759	0.177945	0.293386	0.122982	0.315886	0.21229	0.196419	0.275406	0.00349501	0.168212
2380	-5097.93	-5121.71	23.7855	0.176156	0.194063	0.052871	0.186277	0.275252	0.11538	0.310207	0.193099	0.20252	0.294173	0.00429386	0.153158
2390	-5098.61	-5122.35	23.7404	0.155517	0.18858	0.0494415	0.229315	0.253774	0.123373	0.317646	0.205427	0.20925	0.267677	0.00929884	0.157669
2400	-5098.4	-5122.29	23.8892	0.18282	0.191684	0.0581216	0.145615	0.285126	0.136633	0.293773	0.206818	0.203948	0.295462	0.0015641	0.142791
2410	-5098.06	-5121.83	23.7661	0.171655	0.231808	0.0323473	0.211264	0.233946	0.118981	0.316265	0.197069	0.198346	0.28832	0.0066422	0.155105
2420	-5094.5	-5118.26	23.761	0.169527	0.220383	0.0364946	0.222437	0.216924	0.134235	0.315937	0.203316	0.194039	0.286709	6.46584e-05	0.15561
2430	-5101.48	-5125.21	23.7279	0.14887	0.212877	0.0168664	0.231345	0.271075	0.118967	0.308025	0.204728	0.188856	0.298392	0.00778534	0.158921
2440	-5093.17	-5116.98	23.803	0.161383	0.22128	0.0210158	0.209709	0.24091	0.145701	0.300672	0.199092	0.197198	0.303037	0.00690664	0.151414
2450	-5097.15	-5120.91	23.7551	0.189648	0.19893	0.0184168	0.164084	0.305519	0.123402	0.300697	0.193992	0.216915	0.288396	0.000415055	0.156199
2460	-5092.27	-5116.14	23.8747	0.190381	0.243712	0.0230752	0.149043	0.277514	0.116275	0.303808	0.210923	0.201441	0.283828	0.00577426	0.144238
2470	-5103.79	-5127.57	23.7792	0.169416	0.225685	0.0214548	0.183759	0.291575	0.10811	0.31251	0.207967	0.20484	0.274684	0.0363529	0.153788
2480	-5097.11	-5120.86	23.7455	0.188589	0.225334	0.0193201	0.165475	0.262564	0.138718	0.30815	0.196421	0.190776	0.304653	0.00392274	0.157158
2490	-5105.41	-5129.15	23.7386	0.217628	0.220142	0.0395575	0.164704	0.227957	0.130011	0.297623	0.199927	0.225937	0.276514	0.013634	0.157845
2500	-5102.98	-5126.72	23.7431	0.171932	0.237502	0.015789	0.159582	0.319895	0.0953	0.320785	0.203234	0.21347	0.262511	0.0106606	0.157398
2510	-5097.07	-5120.87	23.8001	0.181081	0.204419	0.0194779	0.153582	0.275334	0.166106	0.294584	0.198555	0.203609	0.303252	0.00189266	0.1517
2520	-5101.6	-5125.52	23.9201	0.204345	0.214781	0.0264329	0.161368	0.256803	0.13627	0.313256	0.196858	0.192316	0.29757	0.00232096	0.139703
2530	-5091.18	-5115.05	23.8727	0.197958	0.196123	0.0241366	0.160969	0.281925	0.13889	0.314239	0.195585	0.201123	0.289052	0.00313456	0.144439
2540	-5093.27	-5117.05	23.7866	0.129386	0.250124	0.0298083	0.173036	0.274331	0.143314	0.312559	0.194406	0.209744	0.283291	0.0113734	0.153052
2550	-5097.28	-5121.08	23.7993	0.160821	0.219855	0.0286881	0.166533	0.286175	0.137928	0.301382	0.200887	0.202719	0.295011	0.00919993	0.151779
2560	-5094.66	-5118.52	23.8611	0.165555	0.213141	0.0263733	0.20804	0.236206	0.150684	0.296934	0.213676	0.200662	0.288728	0.00631847	0.1456
2570	-5099.54	-5123.35	23.8122	0.19733	0.19062	0.0260545	0.158226	0.255112	0.172658	0.312278	0.213318	0.191057	0.283346	0.000563519	0.150488
2580	-5093.4	-5117.23	23.8291	0.181166	0.210358	0.0268568	0.163099	0.291178	0.127342	0.318816	0.201775	0.20199	0.27742	0.0043699	0.148799
2590	-5092.45	-5116.15	23.6988	0.177529	0.206915	0.019445	0.160429	0.308991	0.126692	0.318439	0.200394	0.197261	0.283907	0.0145582	0.16183
2600	-5098.76	-5122.7	23.9392	0.1671	0.214084	0.0347521	0.144918	0.29084	0.148305	0.307992	0.203723	0.217975	0.270309	0.0197342	0.137795
2610	-5106.59	-5130.44	23.852	0.12773	0.259849	0.0332107	0.143744	0.293739	0.141728	0.304552	0.207117	0.192445	0.295887	0.00852136	0.146512
2620	-5097.88	-5121.6	23.7192	0.198348	0.234352	0.0382263	0.147918	0.257104	0.124051	0.305931	0.208056	0.199638	0.286375	0.00852136	0.159786
2630	-5094.48	-5118.34	23.8586	0.177678	0.218878	0.0259748	0.16718	0.295223	0.115065	0.29725	0.203216	0.199565	0.29997	0.00220915	0.145846
2640	-5092.83	-5116.6	23.7658	0.15468	0.190547	0.0297564	0.19533	0.299034	0.130652	0.302335	0.197868	0.208881	0.290917	0.00098208	0.155132
2650	-5103.45	-5127.25	23.7955	0.161761	0.196937	0.0553231	0.179261	0.271683	0.135034	0.301931	0.203438	0.192797	0.301835	0.0235584	0.152158
2660	-5092.28	-5116.05	23.7693	0.160518	0.176787	0.0390966	0.203946	0.28981	0.129843	0.313261	0.21082	0.199015	0.276904	0.00614554	0.154776
2670	-5095.29	-5118.95	23.6651	0.160706	0.237692	0.0223636	0.158892	0.28383	0.136516	0.318634	0.208764	0.193912	0.27869	0.00436972	0.165198
2680	-5092.76	-5116.45	23.684	0.175102	0.229353	0.0202225	0.153319	0.273444	0.148561	0.313362	0.196665	0.196293	0.293679	0.0204385	0.163307
2690	-5100.77	-5124.45	23.6795	0.177244	0.188682	0.0269785	0.201065	0.275153	0.130878	0.314806	0.199821	0.198437	0.286936	0.0275329	0.163755
2700	-5095.04	-5118.92	23.8813	0.170396	0.24506	0.0259361	0.155994	0.264521	0.138093	0.307836	0.199012	0.200351	0.292801	0.000670862	0.143579
2710	-5091.48	-5115.34	23.8585	0.154376	0.220407	0.0206642	0.177884	0.27896	0.147708	0.327128	0.207413	0.197795	0.267664	0.00155274	0.145857
2720	-5096.55	-5120.31	23.759	0.188093	0.19967	0.0193734	0.154425	0.31055	0.127889	0.303942	0.209623	0.200212	0.286223	0.0139637	0.155813
2730	-5093.48	-5117.28	23.799	0.177671	0.228564	0.0357456	0.15627	0.272333	0.129417	0.297207	0.20059	0.204427	0.297776	0.0123095	0.151806
2740	-5097.19	-5120.84	23.6528	0.154566	0.23301	0.0209878	0.183151	0.287101	0.121185	0.316202	0.186852	0.202894	0.294051	0.0156541	0.166426
2750	-5094.47	-5118.15	23.6789	0.146911	0.229414	0.0262679	0.193024	0.272883	0.1315	0.302378	0.201997	0.197946	0.297679	0.0103474	0.163815
2760	-5097.24	-5121.17	23.9274	0.18453	0.224915	0.0257527	0.168351	0.267531	0.128921	0.311328	0.196859	0.201731	0.290082	0.00132446	0.138973
2770	-5091.61	-5115.47	23.8628	0.161807	0.234191	0.0260692	0.207811	0.261489	0.108632	0.315663	0.200133	0.19902	0.285184	0.00201619	0.145425
2780	-5101.53	-5125.46	23.9241	0.180496	0.187307	0.0374062	0.160181	0.334605	0.100004	0.31426	0.204639	0.196237	0.284864	0.0113648	0.139301
2790	-5102.23	-5126.07	23.8373	0.143506	0.243429	0.0245034	0.158948	0.250389	0.179225	0.307584	0.214135	0.192403	0.285877	0.0159372	0.147982
2800	-5105.44	-5129.06	23.6205	0.177221	0.256947	0.0148191	0.160149	0.272399	0.118466	0.299354	0.202369	0.189831	0.308446	0.00123913	0.169663
2810	-5104.92	-5128.78	23.8645	0.168021	0.206794	0.0209429	0.210579	0.293475	0.100188	0.324142	0.19493	0.197947	0.282981	0.0226537	0.145265
2820	-5099.77	-5123.61	23.838	0.157949	0.159178	0.0469917	0.241133	0.312755	0.0819934	0.31357	0.202469	0.193107	0.290854	0.00110696	0.147906
2830	-5093.82	-5117.71	23.8911	0.174507	0.185423	0.0172102	0.188784	0.312215	0.121862	0.317364	0.194128	0.19622	0.292289	0.00407794	0.142596
2840	-5099.41	-5123.12	23.7098	0.197862	0.188297	0.0359863	0.183928	0.275199	0.118727	0.311067	0.195863	0.194392	0.298679	0.0155094	0.160729
2850	-5103.79	-5127.65	23.8684	0.18989	0.24013	0.0154287	0.126915	0.252126	0.17551	0.303673	0.188189	0.204485	0.303652	0.00115987	0.144872
2860	-5099.57	-5123.22	23.651	0.176561	0.208778	0.0289583	0.193866	0.252786	0.139051	0.319414	0.208608	0.201154	0.270824	0.00840937	0.166605
2870	-5096.65	-5120.49	23.8361	0.185273	0.241661	0.0285531	0.201551	0.226206	0.116756	0.31188	0.209367	0.190934	0.287819	0.00218851	0.1481
2880	-5089.91	-5113.84	23.9306	0.18624	0.197608	0.0255171	0.172802	0.274291	0.143542	0.309519	0.208872	0.198155	0.283455	0.00806871	0.138651
2890	-5092.38	-5116.28	23.8996	0.183423	0.198515	0.0256342	0.222669	0.275549	0.0942098	0.312159	0.198018	0.191499	0.298324	0.00018975	0.141752
2900	-5094.01	-5117.82	23.8105	0.178238	0.224392	0.0298788	0.157119	0.246486	0.163886	0.312679	0.197305	0.194318	0.295698	0.00551829	0.150655
2910	-5099.68	-5123.48	23.7996	0.157948	0.217653	0.0287525	0.176541	0.280295	0.13881	0.310423	0.214019	0.196915	0.278643	0.00170205	0.151745
2920	-5091.65	-5115.51	23.8533	0.174264	0.227945	0.0257842	0.181384	0.248003	0.142618	0.306317	0.199251	0.212592	0.281841	0.0147651	0.146381
2930	-5094.38	-5118.27	23.8825	0.164208	0.20774	0.0242963	0.167245	0.275509	0.161003	0.306397	0.195231	0.205207	0.293165	0.00636144	0.143458
2940	-5093.76	-5117.57	23.8064	0.160673	0.203267	0.0377002	0.186764	0.284664	0.126932	0.309977	0.201578	0.197923	0.290522	0.016187	0.151068
2950	-5094.82	-5118.69	23.8688	0.155563	0.247348	0.0286354	0.163343	0.290397	0.114715	0.308886	0.200868	0.200746	0.2895	0.0197714	0.144833
2960	-5097.48	-5121.35	23.8698	0.200812	0.230925	0.0236504	0.168806	0.2268	0.149006	0.309938	0.201005	0.199225	0.289832	1.73211e-05	0.144727
2970	-5094.9	-5118.68	23.7826	0.155996	0.187252	0.0229564	0.221928	0.288438	0.123429	0.304374	0.202367	0.203605	0.289654	0.00400621	0.153451
2980	-5094.25	-5117.97	23.7182	0.185832	0.223066	0.0197312	0.166287	0.273528	0.131556	0.305819	0.214706	0.204111	0.275364	0.00142336	0.15989
2990	-5094.88	-5118.78	23.8946	0.175773	0.223253	0.0182749	0.169519	0.279068	0.134113	0.31442	0.194002	0.206979	0.284599	0.000883338	0.142247
3000	-5091.29	-5115.06	23.7761	0.171974	0.225327	0.01788	0.146775	0.306828	0.131215	0.308156	0.214667	0.192741	0.284436	0.0132037	0.154104
3010	-5093.91	-5117.78	23.8634	0.169231	0.187184	0.0301504	0.150272	0.326236	0.136926	0.31531	0.196862	0.195616	0.292213	0.00779217	0.145372
3020	-5097.5	-5121.36	23.8604	0.114747	0.218285	0.0301603	0.168189	0.331665	0.136953	0.324567	0.203748	0.186358	0.285327	0.00817224	0.145671
3030	-5088.36	-5112.21	23.8501	0.162879	0.226705	0.0289079	0.186713	0.25222	0.142575	0.304316	0.199753	0.195471	0.30046	0.000199609	0.146698
3040	-5088.54	-5112.33	23.7963	0.198434	0.203967	0.0165776	0.188496	0.248588	0.143937	0.298899	0.207769	0.196891	0.296441	0.00620926	0.152079
3050	-5093.83	-5117.5	23.669	0.172996	0.230763	0.019518	0.163002	0.250003	0.163718	0.294357	0.213526	0.200148	0.291969	0.000981525	0.164813
3060	-5102.32	-5125.97	23.6555	0.160034	0.230453	0.0171924	0.185331	0.277069	0.129921	0.314081	0.20487	0.21031	0.270739	0.0109231	0.16616
3070	-5095.84	-5119.66	23.8222	0.173658	0.245257	0.0166442	0.170427	0.268235	0.125778	0.320545	0.205947	0.183966	0.289542	0.00649103	0.149487
3080	-5103.28	-5127.08	23.8086	0.131177	0.240584	0.0321471	0.253607	0.191379	0.151106	0.292383	0.199343	0.197701	0.310573	0.0091901	0.150849
3090	-5096.33	-5120.09	23.758	0.14134	0.22186	0.028898	0.20568	0.246493	0.155729	0.304089	0.208048	0.203402	0.284461	0.00858281	0.155911
3100	-5102.88	-5126.56	23.6799	0.124421	0.214425	0.0262817	0.231786	0.291077	0.112009	0.310923	0.185355	0.209732	0.29399	0.00118644	0.163715
3110	-5099.72	-5123.41	23.6918	0.153492	0.215126	0.0263677	0.170809	0.290506	0.1437	0.293818	0.216235	0.197753	0.292193	0.00702951	0.162527
3120	-5100.62	-5124.38	23.7631	0.153254	0.214793	0.0263269	0.225476	0.290056	0.0900926	0.325301	0.203341	0.202383	0.268975	0.00702951	0.155397
3130	-5093.04	-5116.84	23.8075	0.173845	0.224046	0.029864	0.11756	0.315529	0.139157	0.313705	0.203427	0.194942	0.287926	0.00662826	0.15096
3140	-5096.9	-5120.55	23.6496	0.16709	0.215341	0.0287036	0.148918	0.303269	0.136679	0.307044	0.211114	0.207213	0.274629	0.000606685	0.166753
3150	-5098.65	-5122.51	23.8694	0.161871	0.236023	0.0299784	0.18529	0.244088	0.142749	0.315686	0.204989	0.189737	0.289588	0.00275237	0.144765
3160	-5091.09	-5114.97	23.8806	0.139514	0.203424	0.037216	0.176603	0.261708	0.181535	0.31099	0.200039	0.200719	0.288252	0.00408664	0.143649
3170	-5096.81	-5120.59	23.7779	0.143441	0.197251	0.0446175	0.185904	0.280752	0.148034	0.319002	0.203563	0.200877	0.276559	0.00471471	0.153923
3180	-5098.13	-5122.04	23.914	0.140432	0.194569	0.0440108	0.184619	0.336113	0.100257	0.312551	0.192074	0.197692	0.297683	0.00445072	0.140305
3190	-5095.92	-5119.74	23.8135	0.161628	0.19385	0.0275443	0.219668	0.261238	0.136071	0.305173	0.193157	0.202043	0.299628	0.00130142	0.15036
3200	-5095.87	-5119.75	23.8799	0.177686	0.179659	0.0236074	0.190275	0.265666	0.163106	0.318389	0.200494	0.200433	0.280683	0.00490375	0.143722
3210	-5088.87	-5112.65	23.7792	0.161523	0.20594	0.0261522	0.179982	0.286329	0.140073	0.327841	0.200085	0.193186	0.278887	0.00334646	0.153786
3220	-5097.6	-5121.51	23.9177	0.173941	0.157013	0.0267024	0.179241	0.292353	0.17075	0.310644	0.206525	0.209008	0.273822	0.0011731	0.139944
3230	-5093.86	-5117.63	23.7716	0.181376	0.195759	0.0309648	0.174234	0.266582	0.151085	0.313435	0.206561	0.20986	0.270144	0.000264738	0.154545
3240	-5097.4	-5121.19	23.7949	0.138963	0.197829	0.0237241	0.232836	0.271612	0.135036	0.306312	0.203409	0.190262	0.300017	0.0148444	0.152222
3250	-5095.28	-5119.1	23.8167	0.189764	0.211365	0.0243231	0.139888	0.296215	0.138445	0.30661	0.205606	0.211908	0.275876	0.014057	0.150037
3260	-5092.95	-5116.72	23.7655	0.194031	0.216266	0.0213315	0.211769	0.235666	0.120937	0.310586	0.188531	0.203331	0.297552	0.00676686	0.155157
3270	-5093.46	-5117.25	23.7922	0.162044	0.185403	0.0337783	0.172154	0.277812	0.168808	0.307574	0.198229	0.194928	0.299269	0.00676686	0.152486
3280	-5095.96	-5119.78	23.8159	0.146014	0.203049	0.0369932	0.17054	0.283102	0.160302	0.310435	0.208962	0.194701	0.285902	0.00542501	0.150115
3290	-5090.09	-5113.83	23.7388	0.148366	0.210017	0.0265615	0.176393	0.272859	0.165804	0.313053	0.193824	0.205454	0.287669	0.00695256	0.157832
3300	-5097.43	-5121.14	23.7109	0.153368	0.19985	0.0320914	0.167853	0.279288	0.167549	0.31951	0.194456	0.188158	0.297876	0.00512755	0.160621
3310	-5100.4	-5124.11	23.7034	0.186361	0.205526	0.0432546	0.215184	0.238094	0.111581	0.328115	0.198904	0.194881	0.2781	0.0182112	0.161372
3320	-5091.86	-5115.66	23.8018	0.184092	0.213295	0.0312084	0.221476	0.218394	0.131534	0.309892	0.202516	0.198035	0.289557	0.00110984	0.15153
3330	-5096.35	-5120.05	23.7027	0.143369	0.233633	0.0341841	0.191231	0.257202	0.140381	0.314211	0.203864	0.195734	0.286192	0.0146342	0.161435
3340	-5102.58	-5126.26	23.6786	0.16695	0.165262	0.0551877	0.16747	0.322192	0.122938	0.297583	0.208083	0.200125	0.294208	0.00210544	0.163854
3350	-5096.17	-5120.04	23.8746	0.119588	0.210271	0.0166934	0.197634	0.32218	0.133633	0.294801	0.21158	0.206059	0.28756	0.0151144	0.144251
3360	-5101.5	-5125.36	23.8576	0.192335	0.218094	0.031955	0.186725	0.229266	0.141626	0.326972	0.199185	0.193988	0.279855	0.0151144	0.145954
3370	-5097.35	-5121.1	23.7511	0.177509	0.224813	0.0349729	0.153907	0.256791	0.152007	0.301548	0.201777	0.206655	0.290019	0.00110688	0.156597
3380	-5095.91	-5119.79	23.8833	0.158772	0.203636	0.0294889	0.198255	0.279105	0.130743	0.310485	0.196717	0.188467	0.304331	0.00532247	0.143378
3390	-5104.01	-5127.74	23.7293	0.163501	0.252451	0.0284545	0.147292	0.293985	0.114316	0.296786	0.212654	0.20656	0.283999	4.23277e-05	0.15878
